id,tripId,scheduleRelationship,routeId,directionId,latitude,longitude,currentStopSequence,currentStatus,timestamp,stopId,id,licensePlate
2632_781,33575_6Z781_1_7_v_11_151_DESC,0,151,1,38.759761810302734,-9.111599922180176,15,2,1691159063,8413,2632,52-VP-88
2997_25E,33345_1Z25E_1_7_v_17_79_DESC,0,79,1,38.71377944946289,-9.160900115966797,5,2,1691159053,8109,2997,34-VN-03
2774_712,33750_13Z712_1_7_v_27_189_ASC,0,189,0,38.71323013305664,-9.173850059509277,7,2,1691159062,9301,2774,AH-22-ND
4640_750,33437_1Z750_1_7_v_10_106_ASC,0,106,0,38.755859375,-9.1485595703125,13,2,1691159062,11301,4640,02-JN-87
4650_750,33451_15Z750_1_7_v_9_106_ASC,0,106,0,38.74531173706055,-9.204660415649414,28,2,1691159045,8816,4650,11-JM-80
4647_750,33449_13Z750_1_7_v_9_106_ASC,0,106,0,38.71416091918945,-9.2221097946167,34,2,1691159060,18111,4647,02-JN-88
4645_750,33457_21Z750_1_7_v_10_106_ASC,0,106,0,38.7581787109375,-9.14130973815918,11,2,1691159049,11308,4645,98-JO-46
2680_723,33935_3Z723_1_7_v_13_121_ASC,0,121,0,38.71385955810547,-9.21306037902832,15,2,1691159037,10404,2680,93-XA-36
2679_723,33934_2Z723_1_7_v_11_121_ASC,0,121,0,38.698909759521484,-9.225350379943848,22,2,1691159068,4208,2679,93-XA-34
2794_723,33936_4Z723_1_7_v_12_121_ASC,0,121,0,38.724361419677734,-9.160149574279785,1,2,1691159056,50309,2794,AJ-60-LI
2685_723,34291_81Z723_1_7_v_7_121_ASC,0,121,0,38.72235107421875,-9.171449661254883,0,1,1691159044,50309,2685,93-XA-46
2697_723,34292_82Z723_1_7_v_5_121_ASC,0,121,0,38.713661193847656,-9.20088005065918,0,1,1691159070,50309,2697,90-XF-59
273_79B,33558_1Z79B_1_7_v_6_221_CIRC,0,221,0,38.705631256103516,-9.202309608459473,12,2,1691159073,13114,273,AH-15-TB
275_79B,33559_2Z79B_1_7_v_6_221_CIRC,0,221,0,38.70893096923828,-9.210729598999023,27,2,1691159054,12405,275,AH-16-TB
2452_729,33498_9Z729_1_7_v_7_104_ASC,0,104,0,38.759010314941406,-9.192830085754395,9,2,1691159044,12821,2452,16-AZ-17
2418_729,33496_7Z729_1_7_v_8_104_ASC,0,104,0,38.75278091430664,-9.189279556274414,10,2,1691159051,50241,2418,92-AO-54
504_15E,34025_61Z15E_1_7_v_13_76_ASC,0,76,0,38.70460891723633,-9.178030014038086,7,2,1691159046,12116,504,
549_15E,34026_62Z15E_1_7_v_11_76_ASC,0,76,0,38.69900894165039,-9.225350379943848,18,2,1691159037,4208,549,
501_15E,34017_6Z15E_1_7_v_15_76_ASC,0,76,0,38.704261779785156,-9.173930168151855,5,2,1691159073,10202,501,
556_15E,34031_73Z15E_1_7_v_12_76_ASC,0,76,0,38.69628143310547,-9.209250450134277,14,2,1691159058,9610,556,
509_15E,34033_75Z15E_1_7_v_1_76_ASC,0,76,0,38.70418167114258,-9.173760414123535,0,2,1691159059,2,509,
503_15E,34018_7Z15E_1_7_v_9_76_ASC,0,76,0,38.70478057861328,-9.17747974395752,7,2,1691159046,12116,503,
510_15E,34016_5Z15E_1_7_v_11_76_ASC,0,76,0,38.702430725097656,-9.180549621582031,7,2,1691159054,12116,510,
2714_776,33511_2Z776_1_7_v_31_193_DESC,0,193,1,38.700199127197266,-9.24038028717041,7,2,1691159057,14905,2714,92-XQ-38
269_10B,33305_1Z10B_1_7_v_10_242_CIRC,0,242,0,38.71133041381836,-9.127679824829102,14,2,1691159056,50519,269,AG-25-NH
1778_794,34146_9Z794_1_7_v_10_115_DESC,0,115,1,38.73392868041992,-9.117259979248047,29,2,1691159071,17576,1778,63-HX-30
1769_794,34147_10Z794_1_7_v_11_115_DESC,0,115,1,38.75170135498047,-9.12537956237793,20,2,1691159074,14724,1769,63-HX-24
2480_778,33553_1Z778_1_7_v_16_179_DESC,0,179,1,38.7605094909668,-9.16919994354248,20,2,1691159059,50012,2480,91-BE-75
1745_796,33565_2Z796_1_7_v_24_174_DESC,0,174,1,38.768280029296875,-9.158479690551758,13,2,1691159064,5904,1745,92-HR-02
1747_796,33568_5Z796_1_7_v_16_174_DESC,0,174,1,38.7619514465332,-9.157449722290039,15,2,1691154777,5820,1747,92-HR-04
2405_747,33340_7Z747_1_7_v_14_177_DESC,0,177,1,38.7666015625,-9.158729553222656,19,2,1691159047,5816,2405,50-AL-10
2437_747,33334_1Z747_1_7_v_14_177_DESC,0,177,1,38.76654815673828,-9.182060241699219,9,2,1691159053,50365,2437,29-AX-09
1701_701,33351_3Z701_1_7_v_9_123_DESC,0,123,1,38.75297927856445,-9.159680366516113,29,2,1691159065,13509,1701,39-AB-08
1706_701,33353_5Z701_1_7_v_13_123_DESC,0,123,1,38.752010345458984,-9.149459838867188,32,2,1691159043,2015,1706,69-AL-69
1704_701,33355_7Z701_1_7_v_15_123_DESC,0,123,1,38.740631103515625,-9.167499542236328,12,2,1691159050,1621,1704,35-AL-14
1711_701,33354_6Z701_1_7_v_13_123_DESC,0,123,1,38.75088119506836,-9.17313003540039,20,2,1691159052,12709,1711,69-AL-74
1709_701,33349_1Z701_1_7_v_15_123_DESC,0,123,1,38.726478576660156,-9.162210464477539,7,2,1691159065,6104,1709,69-AL-72
1726_798,33854_3Z798_1_7_v_18_194_DESC,0,194,1,38.76736068725586,-9.149080276489258,16,2,1691159056,11504,1726,25-AS-38
2451_703,33419_7Z703_1_7_v_10_165_DESC,0,165,1,38.768951416015625,-9.176300048828125,19,2,1691159051,5937,2451,75-AQ-16
2470_703,33420_8Z703_1_7_v_10_165_DESC,0,165,1,38.75202941894531,-9.189310073852539,8,2,1691159060,10807,2470,74-BC-71
2474_703,33422_10Z703_1_7_v_11_165_DESC,0,165,1,38.7476806640625,-9.206979751586914,0,2,1691159057,,2474,74-BC-67
2213_742,33876_13Z742_1_7_v_12_114_DESC,0,114,1,38.71390914916992,-9.199359893798828,1,2,1691159060,10315,2213,08-04-XS
2228_742,33882_19Z742_1_7_v_12_114_DESC,0,114,1,38.703330993652344,-9.179510116577148,18,2,1691159060,12107,2228,06-24-XX
2733_742,33881_18Z742_1_7_v_14_114_DESC,0,114,1,38.70676040649414,-9.174579620361328,19,2,1691159064,12105,2733,AG-41-EI
1724_742,33883_20Z742_1_7_v_10_114_DESC,0,114,1,38.704750061035156,-9.19873046875,11,2,1691159071,13303,1724,25-AS-36
2348_713,33959_9Z713_1_7_v_14_122_DESC,0,122,1,38.727699279785156,-9.161910057067871,27,2,1691159045,8509,2348,53-56-ZJ
2280_713,33941_1Z713_1_7_v_12_122_DESC,0,122,1,38.71601104736328,-9.175749778747559,5,2,1691159051,11904,2280,67-40-ZJ
2285_713,33960_10Z713_1_7_v_12_122_DESC,0,122,1,38.717498779296875,-9.157329559326172,22,2,1691159063,6801,2285,67-55-ZJ
2945_722,33372_3Z722_1_7_v_13_196_DESC,0,196,1,38.764129638671875,-9.129549980163574,16,2,1691159053,7602,2945,75-GO-14
2613_744,33967_9Z744_1_7_v_9_200_DESC,0,200,1,38.76417922973633,-9.129579544067383,14,2,1691159066,50592,2613,66-VI-22
2288_744,33971_72Z744_1_7_v_1_200_DESC,0,200,1,38.763710021972656,-9.129549980163574,0,2,1691159059,,2288,92-59-ZM
2483_744,34238_81Z744_1_7_v_1_200_DESC,0,200,1,38.749298095703125,-9.137499809265137,0,2,1691159045,,2483,74-BC-66
2633_744,33961_7Z744_1_7_v_10_200_DESC,0,200,1,38.74140930175781,-9.145899772644043,25,2,1691159067,1902,2633,52-VP-79
2634_744,33939_1Z744_1_7_v_9_200_DESC,0,200,1,38.77396011352539,-9.097479820251465,4,2,1691159063,7824,2634,52-VP-85
4835_736,34252_85Z736_1_7_v_8_199_DESC,0,199,1,38.775428771972656,-9.148260116577148,8,2,1691159049,5910,4835,53-VR-06
2463_736,34249_83Z736_1_7_v_1_199_DESC,0,199,1,38.76258087158203,-9.156780242919922,0,2,1691159068,,2463,55-BH-03
2252_736,34247_82Z736_1_7_v_6_199_DESC,0,199,1,38.73664855957031,-9.143850326538086,22,2,1691159068,50544,2252,80-40-ZE
2255_736,34246_81Z736_1_7_v_1_199_DESC,0,199,1,38.764949798583984,-9.157150268554688,0,2,1691159069,3,2255,80-54-ZE
4836_736,34101_14Z736_1_7_v_10_199_DESC,0,199,1,38.77465057373047,-9.162349700927734,9,2,1691159049,5908,4836,34-VR-23
4834_736,34098_11Z736_1_7_v_10_199_DESC,0,199,1,38.73575973510742,-9.143659591674805,22,2,1691159051,50544,4834,20-VQ-71
4840_736,34099_12Z736_1_7_v_10_199_DESC,0,199,1,38.75394821166992,-9.152509689331055,16,2,1691159057,5704,4840,45-VX-93
4626_783,34116_1Z783_1_7_v_10_203_DESC,0,203,1,38.732200622558594,-9.142359733581543,30,2,1691159052,50605,4626,90-JI-93
4633_783,34120_5Z783_1_7_v_12_203_DESC,0,203,1,38.766849517822266,-9.129050254821777,18,2,1691159072,7602,4633,90-JI-94
4631_783,34119_4Z783_1_7_v_10_203_DESC,0,203,1,38.74357986450195,-9.147310256958008,27,2,1691159062,2019,4631,02-JN-86
6006_706,33755_14Z706_1_7_v_4_147_DESC,0,147,1,38.71186065673828,-9.124759674072266,2,2,1691159061,2110,6006,82-ZC-09
6011_706,33753_12Z706_1_7_v_1_147_DESC,0,147,1,38.76163101196289,-9.195280075073242,0,2,1691159045,,6011,50-67-ZR
6002_706,33752_11Z706_1_7_v_16_147_DESC,0,147,1,38.731361389160156,-9.136059761047363,16,2,1691159060,510,6002,98-XU-85
213_773,33395_9Z773_1_7_v_13_124_DESC,0,124,1,38.71952819824219,-9.153809547424316,24,2,1691159048,10607,213,44-10-XL
218_773,33387_1Z773_1_7_v_1_124_DESC,0,124,1,38.71413040161133,-9.161700248718262,0,2,1691159049,5,218,11-13-XO
2251_768,33318_6Z768_1_7_v_12_111_ASC,0,111,0,38.74456024169922,-9.17924976348877,8,2,1691159040,10704,2251,22-31-ZB
2235_768,33317_5Z768_1_7_v_9_111_ASC,0,111,0,38.77103042602539,-9.193260192871094,22,2,1691159050,14102,2235,06-32-XX
2314_725,33431_2Z725_1_7_v_22_197_DESC,0,197,1,38.77399826049805,-9.09749984741211,13,2,1691159070,7824,2314,61-89-ZB
4644_750,33439_3Z750_1_7_v_8_106_DESC,0,106,1,38.76026153564453,-9.134550094604492,29,2,1691159073,11305,4644,27-JO-11
4639_750,33442_6Z750_1_7_v_8_106_DESC,0,106,1,38.76837921142578,-9.099949836730957,38,2,1691159072,2315,4639,27-JO-13
4643_750,33444_8Z750_1_7_v_7_106_DESC,0,106,1,38.74958038330078,-9.192959785461426,16,2,1691159069,10835,4643,98-JO-45
4607_750,33453_17Z750_1_7_v_9_106_DESC,0,106,1,38.76362991333008,-9.103699684143066,37,2,1691159067,2313,4607,96-GL-84
4634_750,33446_10Z750_1_7_v_10_106_DESC,0,106,1,38.72930908203125,-9.208930015563965,7,2,1691159057,14005,4634,11-JM-78
1756_794,34142_5Z794_1_7_v_10_115_ASC,0,115,0,38.729461669921875,-9.115480422973633,8,2,1691159049,8321,1756,34-HU-22
1723_794,34141_4Z794_1_7_v_10_115_ASC,0,115,0,38.75572967529297,-9.118229866027832,25,2,1691159070,14702,1723,25-AS-35
2617_705,33524_2Z705_1_7_v_13_176_DESC,0,176,1,38.74259948730469,-9.132980346679688,2,2,1691159070,317,2617,66-VI-28
2647_705,33522_1Z705_1_7_v_12_176_DESC,0,176,1,38.769561767578125,-9.09811019897461,24,2,1691159055,7822,2647,75-VS-45
2612_759,33988_1Z759_1_7_v_7_144_ASC,0,144,0,38.77294921875,-9.097610473632812,40,2,1691159059,7824,2612,66-VI-29
2635_759,33994_5Z759_1_7_v_9_144_ASC,0,144,0,38.725379943847656,-9.113059997558594,7,2,1691159048,9807,2635,52-VP-90
2640_759,33992_3Z759_1_7_v_9_144_ASC,0,144,0,38.75505828857422,-9.11355972290039,22,2,1691159072,24370,2640,75-VS-43
2233_731,33618_6Z731_1_7_v_11_190_ASC,0,190,0,38.74245834350586,-9.156780242919922,6,2,1691159065,3301,2233,06-38-XX
2230_731,33616_4Z731_1_7_v_11_190_ASC,0,190,0,38.76121139526367,-9.121749877929688,21,2,1691159046,7509,2230,06-36-XX
2282_731,33614_2Z731_1_7_v_11_190_ASC,0,190,0,38.77021026611328,-9.109479904174805,26,2,1691159042,7705,2282,67-35-ZJ
2644_744,33946_3Z744_1_7_v_11_200_ASC,0,200,0,38.7722282409668,-9.097399711608887,21,2,1691159073,7821,2644,87-VS-52
2641_744,33953_5Z744_1_7_v_11_200_ASC,0,200,0,38.740211486816406,-9.144579887390137,2,2,1691159067,50607,2641,75-VS-49
1705_701,33350_2Z701_1_7_v_11_123_ASC,0,123,0,38.74789810180664,-9.171110153198242,18,2,1691159052,12710,1705,69-AL-68
2995_25E,33347_3Z25E_1_7_v_15_79_ASC,0,79,0,38.70735168457031,-9.142000198364258,0,2,1691159073,,2995,30-VM-15
2996_25E,33346_2Z25E_1_7_v_18_79_ASC,0,79,0,38.70766067504883,-9.161479949951172,9,2,1691159067,10008,2996,30-VM-03
547_28E,33855_5Z28E_1_7_v_10_75_ASC,0,75,0,38.71417999267578,-9.161629676818848,9,2,1691159068,8112,547,
2972_774,34003_3Z774_1_7_v_20_192_DESC,0,192,1,38.72106170654297,-9.16096019744873,6,2,1691159066,8519,2972,29-VM-96
2971_774,34006_4Z774_1_7_v_20_192_DESC,0,192,1,38.721378326416016,-9.149060249328613,0,2,1691159070,,2971,29-VM-98
2772_712,33748_11Z712_1_7_v_22_189_DESC,0,189,1,38.72515106201172,-9.163900375366211,9,2,1691159052,8610,2772,AH-24-ND
2980_702,34153_1Z702_1_7_v_20_146_DESC,0,146,1,38.72800827026367,-9.160079956054688,10,2,1691159054,6101,2980,29-VM-90
2256_754,33629_7Z754_1_7_v_9_201_ASC,0,201,0,38.74055862426758,-9.21426010131836,24,2,1691159069,8820,2256,80-53-ZE
2970_730,33563_4Z730_1_7_v_12_198_DESC,0,198,1,38.72782897949219,-9.128199577331543,14,2,1691159055,7009,2970,29-VM-87
2993_730,33560_1Z730_1_7_v_13_198_DESC,0,198,1,38.729610443115234,-9.14391040802002,0,2,1691159057,,2993,29-VM-93
2734_720,33766_6Z720_1_7_v_12_143_DESC,0,143,1,38.73775100708008,-9.155799865722656,13,2,1691159066,1511,2734,AG-50-EI
1753_720,33767_7Z720_1_7_v_12_143_DESC,0,143,1,38.70267868041992,-9.180230140686035,3,2,1691159052,12005,1753,34-HU-19
2742_720,33765_5Z720_1_7_v_11_143_DESC,0,143,1,38.74114990234375,-9.147250175476074,16,2,1691159057,1915,2742,AG-94-TG
2745_720,33763_3Z720_1_7_v_10_143_DESC,0,143,1,38.732059478759766,-9.142049789428711,19,2,1691159054,6506,2745,AG-06-TH
2737_756,33661_6Z756_1_7_v_15_175_DESC,0,175,1,38.73286056518555,-9.164250373840332,10,2,1691159067,6125,2737,AG-45-EI
2738_756,33658_3Z756_1_7_v_12_175_DESC,0,175,1,38.73360824584961,-9.163829803466797,10,2,1691159050,6125,2738,AG-46-EI
2736_756,33656_1Z756_1_7_v_13_175_DESC,0,175,1,38.73780059814453,-9.15565013885498,12,2,1691159073,1504,2736,AG-47-EI
2431_767,33733_14Z767_1_7_v_8_112_DESC,0,112,1,38.7493782043457,-9.21953010559082,2,2,1691159046,50336,2431,44-BC-27
2422_767,33730_11Z767_1_7_v_8_112_DESC,0,112,1,38.760501861572266,-9.169349670410156,24,2,1691159065,50012,2422,29-AU-17
2401_767,33732_13Z767_1_7_v_8_112_DESC,0,112,1,38.75627899169922,-9.203949928283691,9,2,1691159041,13712,2401,50-AL-14
2403_767,33729_10Z767_1_7_v_6_112_DESC,0,112,1,38.761329650878906,-9.16670036315918,25,2,1691159063,50006,2403,50-AL-12
2433_767,33726_7Z767_1_7_v_7_112_DESC,0,112,1,38.72951126098633,-9.14050006866455,41,2,1691159060,6903,2433,44-BC-28
2450_767,33728_9Z767_1_7_v_10_112_DESC,0,112,1,38.7504997253418,-9.142680168151855,33,2,1691159073,102,2450,44-BC-36
1708_756,33664_9Z756_1_7_v_12_175_ASC,0,175,0,38.702598571777344,-9.180299758911133,24,2,1691159059,12122,1708,69-AL-71
