pattern_id,stop_sequence,stop_id,zones
4203_0_2,32,100111,Montijo
4203_0_2,33,100113,Montijo
4203_0_2,34,100050,Montijo
4203_0_2,35,100048,Montijo
4203_0_2,36,100045,Montijo
4203_0_2,37,100043,Montijo
4203_0_2,38,100042,Montijo
4203_0_2,39,100040,Montijo
4203_0_2,40,100115,Montijo
4203_0_2,41,100001,Montijo
4203_1_2,1,100140,Montijo
4203_1_2,2,100135,Montijo
4203_1_2,3,100133,Montijo
4203_1_2,4,100131,Montijo
4203_1_2,5,100130,Montijo
4203_1_2,6,100089,Montijo
4203_1_2,7,100088,Montijo
4203_1_2,8,100139,Montijo
4203_1_2,9,100126,Montijo
4203_1_2,10,100124,Montijo
4203_1_2,11,100122,Montijo
4203_1_2,12,100119,Montijo
4203_1_2,13,100093,Montijo
4203_1_2,14,100141,Montijo
4203_1_2,15,100143,Montijo
4203_1_2,16,100027,Montijo
4203_1_2,17,100016,Montijo
4203_1_2,18,100017,Montijo
4203_1_2,19,100019,Montijo
4203_1_2,20,100022,Montijo
4203_1_2,21,100118,Montijo
4203_1_2,22,100071,Montijo
4203_1_2,23,100103,Montijo
4203_1_2,24,100107,Montijo
4203_1_2,25,100068,Montijo
4203_1_2,26,100065,Montijo
4203_1_2,27,100064,Montijo
4203_1_2,28,100061,Montijo
4203_1_2,29,100059,Montijo
4203_1_2,30,100057,Montijo
4203_1_2,31,100055,Montijo
4203_1_2,32,100111,Montijo
4203_1_2,33,100113,Montijo
4203_1_2,34,100050,Montijo
4203_1_2,35,100048,Montijo
4203_1_2,36,100045,Montijo
4204_0_1,1,100145,Montijo
4204_0_1,2,100148,Montijo
4204_0_1,3,100149,Montijo
4204_0_1,4,100152,Montijo
4204_0_1,5,100153,Montijo
4204_0_1,6,100042,Montijo
4204_0_1,7,100040,Montijo
4204_0_1,8,100115,Montijo
4204_0_1,9,100155,Montijo
4204_0_1,10,100002,Montijo
4204_0_1,11,100003,Montijo
4204_0_1,12,100006,Montijo
4204_0_1,13,100008,Montijo
4204_0_1,14,100009,Montijo
4204_0_1,15,100011,Montijo
4204_0_1,16,100027,Montijo
4204_0_1,17,100081,Montijo
4204_0_1,18,100094,Montijo
4204_0_1,19,100120,Montijo
4204_0_1,20,100121,Montijo
4204_0_1,21,100123,Montijo
4204_0_1,22,100125,Montijo
4204_0_1,23,100127,Montijo
4204_0_1,24,100087,Montijo
4204_0_1,25,100090,Montijo
4204_0_1,26,100129,Montijo
4204_0_1,27,100132,Montijo
4204_0_1,28,100134,Montijo
4204_0_1,29,100136,Montijo
4204_0_1,30,100137,Montijo
4204_0_2,1,100137,Montijo
4204_0_2,2,100135,Montijo
4204_0_2,3,100133,Montijo
4204_0_2,4,100131,Montijo
4204_0_2,5,100130,Montijo
4204_0_2,6,100089,Montijo
4204_0_2,7,100088,Montijo
4204_0_2,8,100139,Montijo
4204_0_2,9,100126,Montijo
4204_0_2,10,100124,Montijo
4204_0_2,11,100122,Montijo
4204_0_2,12,100119,Montijo
4204_0_2,13,100093,Montijo
4204_0_2,14,100095,Montijo
4204_0_2,15,100027,Montijo
4204_0_2,16,100029,Montijo
4204_0_2,17,100031,Montijo
4204_0_2,18,100033,Montijo
4204_0_2,19,100007,Montijo
4204_0_2,20,100005,Montijo
4204_0_2,21,100004,Montijo
4204_0_2,22,100001,Montijo
4204_0_2,23,100156,Montijo
4204_0_2,24,100035,Montijo
4204_0_2,25,100037,Montijo
4204_0_2,26,100038,Montijo
4204_0_2,27,100039,Montijo
4204_0_2,28,100041,Montijo
4204_0_2,29,100159,Montijo
4204_0_2,30,100151,Montijo
4204_0_2,31,100161,Montijo
4204_0_2,32,100162,Montijo
4204_0_2,33,100147,Montijo
4204_0_2,34,100145,Montijo
4205_0_1,1,10075,Montijo
4205_0_1,2,10077,Montijo
4205_0_1,3,100166,Montijo
4205_0_1,4,100171,Montijo
4205_0_1,5,100163,Montijo
4205_0_1,6,100145,Montijo
4205_0_1,7,100148,Montijo
4205_0_1,8,100149,Montijo
4205_0_1,9,100152,Montijo
4205_0_1,10,100153,Montijo
4205_0_1,11,100042,Montijo
4205_0_1,12,100040,Montijo
4205_0_1,13,100115,Montijo
4205_0_1,14,100155,Montijo
4205_0_1,15,100002,Montijo
4205_0_1,16,100003,Montijo
4205_0_1,17,100006,Montijo
4205_0_1,18,100008,Montijo
4205_0_1,19,100009,Montijo
4205_0_1,20,100011,Montijo
4205_0_1,21,100027,Montijo
4205_0_1,22,100081,Montijo
4205_0_1,23,100094,Montijo
4205_0_1,24,100120,Montijo
4205_0_1,25,100121,Montijo
4205_0_1,26,100123,Montijo
4205_0_1,27,100125,Montijo
4205_0_1,28,100127,Montijo
4205_0_1,29,100087,Montijo
4205_0_1,30,100090,Montijo
4205_0_1,31,100129,Montijo
4205_0_1,32,100132,Montijo
4205_0_1,33,100134,Montijo
4205_0_1,34,100136,Montijo
4205_0_1,35,100137,Montijo
4205_0_2,1,100137,Montijo
4205_0_2,2,100135,Montijo
4205_0_2,3,100133,Montijo
4205_0_2,4,100131,Montijo
4205_0_2,5,100130,Montijo
4205_0_2,6,100089,Montijo
4205_0_2,7,100088,Montijo
4205_0_2,8,100139,Montijo
4205_0_2,9,100126,Montijo
4205_0_2,10,100124,Montijo
4205_0_2,11,100122,Montijo
4205_0_2,12,100119,Montijo
4205_0_2,13,100093,Montijo
4205_0_2,14,100095,Montijo
4205_0_2,15,100027,Montijo
4205_0_2,16,100029,Montijo
4205_0_2,17,100031,Montijo
4205_0_2,18,100033,Montijo
4205_0_2,19,100007,Montijo
4205_0_2,20,100005,Montijo
4205_0_2,21,100004,Montijo
4205_0_2,22,100001,Montijo
4205_0_2,23,100156,Montijo
4205_0_2,24,100035,Montijo
4205_0_2,25,100037,Montijo
4205_0_2,26,100038,Montijo
4205_0_2,27,100039,Montijo
4205_0_2,28,100041,Montijo
4205_0_2,29,100159,Montijo
4205_0_2,30,100151,Montijo
4205_0_2,31,100161,Montijo
4205_0_2,32,100162,Montijo
4205_0_2,33,100147,Montijo
4205_0_2,34,100145,Montijo
4205_0_2,35,100164,Montijo
4205_0_2,36,100172,Montijo
4205_0_2,37,100166,Montijo
4205_0_2,38,100169,Montijo
4205_0_2,39,100167,Montijo
4205_1_2,1,100027,Montijo
4205_1_2,2,100029,Montijo
4205_1_2,3,100031,Montijo
4205_1_2,4,100033,Montijo
4205_1_2,5,100007,Montijo
4205_1_2,6,100005,Montijo
4205_1_2,7,100004,Montijo
4205_1_2,8,100001,Montijo
4205_1_2,9,100156,Montijo
4205_1_2,10,100035,Montijo
4205_1_2,11,100037,Montijo
4205_1_2,12,100038,Montijo
4205_1_2,13,100039,Montijo
4205_1_2,14,100041,Montijo
4205_1_2,15,100159,Montijo
4206_0_1,1,100061,Montijo
4206_0_1,2,100063,Montijo
4206_0_1,3,100066,Montijo
4206_0_1,4,100067,Montijo
4206_0_1,5,100069,Montijo
4206_0_1,6,100071,Montijo
4206_0_1,7,100117,Montijo
4206_0_1,8,100021,Montijo
4206_0_1,9,100023,Montijo
4206_0_1,10,100025,Montijo
4206_0_1,11,100015,Montijo
4206_0_1,12,100027,Montijo
4206_0_1,13,100081,Montijo
4206_0_1,14,100094,Montijo
4206_0_1,15,100120,Montijo
4206_0_1,16,100121,Montijo
4206_0_1,17,100123,Montijo
4206_0_1,18,100125,Montijo
4206_0_1,19,100127,Montijo
4206_0_1,20,100087,Montijo
4206_0_1,21,100090,Montijo
4206_0_1,22,100129,Montijo
4206_0_1,23,100132,Montijo
4206_0_1,24,100134,Montijo
4206_0_1,25,100136,Montijo
4206_0_1,26,100140,Montijo
4206_0_2,1,100140,Montijo
4206_0_2,2,100135,Montijo
4206_0_2,3,100133,Montijo
4206_0_2,4,100131,Montijo
4206_0_2,5,100130,Montijo
4206_0_2,6,100089,Montijo
4206_0_2,7,100088,Montijo
4206_0_2,8,100139,Montijo
4206_0_2,9,100126,Montijo
4206_0_2,10,100124,Montijo
4206_0_2,11,100122,Montijo
4206_0_2,12,100119,Montijo
4206_0_2,13,100093,Montijo
4206_0_2,14,100141,Montijo
4206_0_2,15,100143,Montijo
4206_0_2,16,100027,Montijo
4206_0_2,17,100016,Montijo
4206_0_2,18,100017,Montijo
4206_0_2,19,100019,Montijo
4206_0_2,20,100022,Montijo
4206_0_2,21,100118,Montijo
4206_0_2,22,100071,Montijo
4206_0_2,23,100103,Montijo
4206_0_2,24,100107,Montijo
4206_0_2,25,100068,Montijo
4206_0_2,26,100065,Montijo
4206_0_2,27,100064,Montijo
4206_0_2,28,100061,Montijo
4207_0_1,1,100153,Montijo
4207_0_1,2,100042,Montijo
4207_0_1,3,100040,Montijo
4207_0_1,4,100115,Montijo
4207_0_1,5,100155,Montijo
4207_0_1,6,100002,Montijo
4207_0_1,7,100003,Montijo
4207_0_1,8,100006,Montijo
4207_0_1,9,100008,Montijo
4207_0_1,10,100009,Montijo
4207_0_1,11,100011,Montijo
4207_0_1,12,100027,Montijo
4207_0_1,13,100081,Montijo
4207_0_1,14,100094,Montijo
4207_0_1,15,100120,Montijo
4207_0_1,16,100121,Montijo
4207_0_1,17,100123,Montijo
4207_0_1,18,100125,Montijo
4207_0_1,19,100127,Montijo
4207_0_1,20,100087,Montijo
4207_0_1,21,100090,Montijo
4207_0_1,22,100129,Montijo
4207_0_1,23,100132,Montijo
4207_0_1,24,100134,Montijo
4207_0_1,25,100136,Montijo
4207_0_1,26,100137,Montijo
4207_0_2,1,100137,Montijo
4207_0_2,2,100135,Montijo
4207_0_2,3,100133,Montijo
4207_0_2,4,100131,Montijo
4207_0_2,5,100130,Montijo
4207_0_2,6,100089,Montijo
4207_0_2,7,100088,Montijo
4207_0_2,8,100139,Montijo
4207_0_2,9,100126,Montijo
4207_0_2,10,100124,Montijo
4207_0_2,11,100122,Montijo
4207_0_2,12,100119,Montijo
4207_0_2,13,100093,Montijo
4207_0_2,14,100095,Montijo
4207_0_2,15,100027,Montijo
4207_0_2,16,100029,Montijo
4207_0_2,17,100031,Montijo
4207_0_2,18,100033,Montijo
4207_0_2,19,100007,Montijo
4207_0_2,20,100005,Montijo
4207_0_2,21,100004,Montijo
4207_0_2,22,100001,Montijo
4207_0_2,23,100156,Montijo
4207_0_2,24,100035,Montijo
4207_0_2,25,100037,Montijo
4207_0_2,26,100038,Montijo
4207_0_2,27,100039,Montijo
4207_0_2,28,100041,Montijo
4207_0_2,29,100159,Montijo
4207_1_1,1,100115,Montijo
4207_1_1,2,100155,Montijo
4207_1_1,3,100002,Montijo
4207_1_1,4,100003,Montijo
4207_1_1,5,100006,Montijo
4207_1_1,6,100008,Montijo
4207_1_1,7,100009,Montijo
4207_1_1,8,100011,Montijo
4207_1_1,9,100027,Montijo
4207_1_1,10,100081,Montijo
4207_1_1,11,100094,Montijo
4207_1_1,12,100120,Montijo
4207_1_1,13,100121,Montijo
4207_1_1,14,100123,Montijo
4207_1_1,15,100125,Montijo
4207_1_1,16,100127,Montijo
4207_1_1,17,100087,Montijo
4207_1_1,18,100090,Montijo
4207_1_1,19,100129,Montijo
4207_1_1,20,100132,Montijo
4207_1_1,21,100134,Montijo
4207_1_1,22,100136,Montijo
4207_1_1,23,100137,Montijo
4207_2_2,1,100137,Montijo
4207_2_2,2,100135,Montijo
4207_2_2,3,100133,Montijo
4207_2_2,4,100131,Montijo
4207_2_2,5,100130,Montijo
4207_2_2,6,100089,Montijo
4207_2_2,7,100088,Montijo
4207_2_2,8,100139,Montijo
4207_2_2,9,100126,Montijo
4207_2_2,10,100124,Montijo
4207_2_2,11,100122,Montijo
4207_2_2,12,100119,Montijo
4207_2_2,13,100093,Montijo
4207_2_2,14,100095,Montijo
4207_2_2,15,100027,Montijo
4207_2_2,16,100029,Montijo
4207_2_2,17,100031,Montijo
4207_2_2,18,100033,Montijo
4207_2_2,19,100007,Montijo
4207_2_2,20,100005,Montijo
4207_2_2,21,100004,Montijo
4208_0_1,1,100157,Montijo
4208_0_1,2,100135,Montijo
4208_0_1,3,100133,Montijo
4208_0_1,4,100131,Montijo
4208_0_1,5,100130,Montijo
4208_0_1,6,100089,Montijo
4208_0_1,7,100088,Montijo
4208_0_1,8,100139,Montijo
4208_0_1,9,100126,Montijo
4208_0_1,10,100124,Montijo
4208_0_1,11,100122,Montijo
4208_0_1,12,100119,Montijo
4208_0_1,13,100093,Montijo
4208_0_1,14,100095,Montijo
4208_0_1,15,100027,Montijo
4208_0_1,16,100029,Montijo
4208_0_1,17,100031,Montijo
4208_0_1,18,100033,Montijo
4208_0_1,19,100007,Montijo
4208_0_1,20,100449,Montijo
4208_0_1,21,100331,Montijo
4208_0_1,22,100115,Montijo
4208_0_1,23,100333,Montijo
4208_0_1,24,100155,Montijo
4208_0_1,25,100002,Montijo
4208_0_1,26,100003,Montijo
4208_0_1,27,100173,Montijo
4208_0_1,28,100175,Montijo
4208_0_1,29,100151,Montijo
4208_0_1,30,100161,Montijo
4208_0_1,31,100177,Montijo
4208_0_1,32,100180,Montijo
4208_0_1,33,100181,Montijo
4208_0_1,34,100183,Montijo
4208_0_1,35,100185,Montijo
4208_0_1,36,100187,Montijo
4208_0_1,37,100189,Montijo
4208_0_1,38,100191,Montijo
4208_0_1,39,100193,Montijo
4208_0_1,40,100196,Montijo
4208_0_1,41,100198,Montijo
4208_0_2,1,100197,Montijo
4208_0_2,2,100195,Montijo
4208_0_2,3,100194,Montijo
4208_0_2,4,100192,Montijo
4208_0_2,5,100190,Montijo
4208_0_2,6,100188,Montijo
4208_0_2,7,100186,Montijo
4208_0_2,8,100184,Montijo
4208_0_2,9,100182,Montijo
4208_0_2,10,100179,Montijo
4208_0_2,11,100178,Montijo
4208_0_2,12,100199,Montijo
4208_0_2,13,100149,Montijo
4208_0_2,14,100152,Montijo
4208_0_2,15,100176,Montijo
4208_0_2,16,100174,Montijo
4208_0_2,17,100004,Montijo
4208_0_2,18,100001,Montijo
4208_0_2,19,100156,Montijo
4208_0_2,20,100035,Montijo
4208_0_2,21,100037,Montijo
4208_0_2,22,100332,Montijo
4208_0_2,23,100448,Montijo
4208_0_2,24,100008,Montijo
4208_0_2,25,100009,Montijo
4208_0_2,26,100011,Montijo
4208_0_2,27,100027,Montijo
4208_0_2,28,100081,Montijo
4208_0_2,29,100094,Montijo
4208_0_2,30,100120,Montijo
4208_0_2,31,100121,Montijo
4208_0_2,32,100123,Montijo
4208_0_2,33,100125,Montijo
4208_0_2,34,100127,Montijo
4208_0_2,35,100087,Montijo
4208_0_2,36,100090,Montijo
4208_0_2,37,100129,Montijo
4208_0_2,38,100132,Montijo
4208_0_2,39,100134,Montijo
4208_0_2,40,100136,Montijo
4208_0_2,41,100157,Montijo
4211_0_3,1,100281,Montijo
4211_0_3,2,100235,Montijo
4211_0_3,3,100237,Montijo
4211_0_3,4,100239,Montijo
4211_0_3,5,100241,Montijo
4211_0_3,6,100243,Montijo
4211_0_3,7,100223,Montijo
4211_0_3,8,100221,Montijo
4211_0_3,9,100224,Montijo
4211_0_3,10,100225,Montijo
4211_0_3,11,100227,Montijo
4211_0_3,12,100229,Montijo
4211_0_3,13,100231,Montijo
4211_0_3,14,100234,Montijo
4211_0_3,15,100281,Montijo
4212_0_1,1,100214,Montijo
4212_0_1,2,100215,Montijo
4212_0_1,3,100218,Montijo
4212_0_1,4,100212,Montijo
4212_0_1,5,100210,Montijo
4212_0_1,6,100208,Montijo
4212_0_1,7,100206,Montijo
4212_0_1,8,100204,Montijo
