pattern_id,stop_sequence,stop_id,zones
3012_1_2,32,20399,Almada
3012_1_2,33,20401,Almada
3012_1_2,34,20031,Almada
3012_1_2,35,20033,Almada
3012_1_2,36,20035,Almada
3012_1_2,37,20403,Almada
3012_9_1,1,20637,Almada
3012_9_1,2,20665,Almada
3012_9_1,3,20641,Almada
3012_9_1,4,20321,Almada
3012_9_1,5,20323,Almada
3012_9_1,6,20325,Almada
3012_9_1,7,20328,Almada
3012_9_1,8,20329,Almada
3012_9_1,9,20348,Almada
3012_9_1,10,20186,Almada
3012_9_1,11,20332,Almada
3012_9_1,12,20333,Almada
3012_9_1,13,20412,Almada
3012_9_1,14,20414,Almada
3012_9_1,15,20415,Almada
3012_9_1,16,20418,Almada
3012_9_1,17,20338,Almada
3012_9_1,18,20339,Almada
3012_9_1,19,20342,Almada
3012_9_1,20,20344,Almada
3012_9_1,21,20419,Almada
3012_9_1,22,20422,Almada
3012_9_1,23,20177,Almada
3012_9_1,24,20180,Almada
3012_9_2,1,20179,Almada
3012_9_2,2,20178,Almada
3012_9_2,3,20421,Almada
3012_9_2,4,20423,Almada
3012_9_2,5,20343,Almada
3012_9_2,6,20341,Almada
3012_9_2,7,20340,Almada
3012_9_2,8,20337,Almada
3012_9_2,9,20417,Almada
3012_9_2,10,20416,Almada
3012_9_2,11,20413,Almada
3012_9_2,12,20411,Almada
3012_9_2,13,20334,Almada
3012_9_2,14,20331,Almada
3012_9_2,15,20185,Almada
3012_9_2,16,20347,Almada
3012_9_2,17,20349,Almada
3012_9_2,18,20351,Almada
3012_9_2,19,20322,Almada
3012_9_2,20,20435,Almada
3012_9_2,21,20637,Almada
3013_0_1,1,20489,Almada
3013_0_1,2,20039,Almada
3013_0_1,3,20041,Almada
3013_0_1,4,20199,Almada
3013_0_1,5,20115,Almada
3013_0_1,6,20111,Almada
3013_0_1,7,20110,Almada
3013_0_1,8,20058,Almada
3013_0_1,9,20117,Almada
3013_0_1,10,20744,Almada
3013_0_1,11,20066,Almada
3013_0_1,12,20067,Almada
3013_0_1,13,29004,Almada
3013_0_1,14,20069,Almada
3013_0_1,15,20500,Almada
3013_0_1,16,20944,Almada
3013_0_1,17,20682,Almada
3013_0_1,18,20859,Almada
3013_0_1,19,20509,Almada
3013_0_1,20,20512,Almada
3013_0_1,21,20513,Almada
3013_0_1,22,20515,Almada
3013_0_1,23,20518,Almada
3013_0_1,24,20519,Almada
3013_0_1,25,20088,Almada
3013_0_2,1,20088,Almada
3013_0_2,2,20529,Almada
3013_0_2,3,20517,Almada
3013_0_2,4,20516,Almada
3013_0_2,5,20531,Almada
3013_0_2,6,20511,Almada
3013_0_2,7,20510,Almada
3013_0_2,8,20865,Almada
3013_0_2,9,20681,Almada
3013_0_2,10,20945,Almada
3013_0_2,11,20943,Almada
3013_0_2,12,20499,Almada
3013_0_2,13,20077,Almada
3013_0_2,14,20079,Almada
3013_0_2,15,20081,Almada
3013_0_2,16,20743,Almada
3013_0_2,17,20107,Almada
3013_0_2,18,20057,Almada
3013_0_2,19,20109,Almada
3013_0_2,20,20112,Almada
3013_0_2,21,20031,Almada
3013_0_2,22,20033,Almada
3013_0_2,23,20035,Almada
3013_0_2,24,20489,Almada
3014_0_1,1,20363,Almada
3014_0_1,2,20039,Almada
3014_0_1,3,20041,Almada
3014_0_1,4,20043,Almada
3014_0_1,5,20045,Almada
3014_0_1,6,20047,Almada
3014_0_1,7,20061,Almada
3014_0_1,8,20366,Almada
3014_0_1,9,29807,Almada
3014_0_1,10,20280,Almada
3014_0_1,11,20290,Almada
3014_0_1,12,20291,Almada
3014_0_1,13,20276,Almada
3014_0_1,14,20293,Almada
3014_0_1,15,20271,Almada
3014_0_1,16,20295,Almada
3014_0_1,17,20267,Almada
3014_0_1,18,20653,Almada
3014_0_1,19,20256,Almada
3014_0_1,20,20253,Almada
3014_0_1,21,20308,Almada
3014_0_1,22,20309,Almada
3014_0_1,23,20311,Almada
3014_0_1,24,20314,Almada
3014_0_1,25,20369,Almada
3014_0_1,26,20371,Almada
3014_0_1,27,20373,Almada
3014_0_1,28,20376,Almada
3014_0_1,29,20377,Almada
3014_0_1,30,20380,Almada
3014_0_1,31,20381,Almada
3014_0_1,32,20383,Almada
3014_0_1,33,20385,Almada
3014_0_1,34,20387,Almada
3014_0_1,35,20389,Almada
3014_0_1,36,20539,Almada
3014_0_1,37,20542,Almada
3014_0_1,38,20543,Almada
3014_0_1,39,20546,Almada
3014_0_1,40,20547,Almada
3014_0_1,41,20549,Almada
3014_0_2,1,20549,Almada
3014_0_2,2,20548,Almada
3014_0_2,3,20545,Almada
3014_0_2,4,20544,Almada
3014_0_2,5,20541,Almada
3014_0_2,6,20551,Almada
3014_0_2,7,20381,Almada
3014_0_2,8,20383,Almada
3014_0_2,9,20385,Almada
3014_0_2,10,20387,Almada
3014_0_2,11,20389,Almada
3014_0_2,12,20379,Almada
3014_0_2,13,20378,Almada
3014_0_2,14,20375,Almada
3014_0_2,15,20391,Almada
3014_0_2,16,20393,Almada
3014_0_2,17,20396,Almada
3014_0_2,18,20315,Almada
3014_0_2,19,20317,Almada
3014_0_2,20,20359,Almada
3014_0_2,21,20310,Almada
3014_0_2,22,20361,Almada
3014_0_2,23,20254,Almada
3014_0_2,24,20255,Almada
3014_0_2,25,20265,Almada
3014_0_2,26,20268,Almada
3014_0_2,27,20269,Almada
3014_0_2,28,20272,Almada
3014_0_2,29,20273,Almada
3014_0_2,30,20275,Almada
3014_0_2,31,20277,Almada
3014_0_2,32,20279,Almada
3014_0_2,33,29806,Almada
3014_0_2,34,20365,Almada
3014_0_2,35,20083,Almada
3014_0_2,36,20399,Almada
3014_0_2,37,20401,Almada
3014_0_2,38,20031,Almada
3014_0_2,39,20033,Almada
3014_0_2,40,20035,Almada
3014_0_2,41,20363,Almada
3015_0_1,1,20179,Almada
3015_0_1,2,20178,Almada
3015_0_1,3,20175,Almada
3015_0_1,4,20173,Almada
3015_0_1,5,20171,Almada
3015_0_1,6,20169,Almada
3015_0_1,7,20168,Almada
3015_0_1,8,20795,Almada
3015_0_1,9,20183,Almada
3015_0_1,10,20166,Almada
3015_0_1,11,20553,Almada
3015_0_1,12,20347,Almada
3015_0_1,13,20327,Almada
3015_0_1,14,20349,Almada
3015_0_1,15,20351,Almada
3015_0_1,16,20322,Almada
3015_0_1,17,20555,Almada
3015_0_1,18,20558,Almada
3015_0_1,19,20381,Almada
3015_0_1,20,20383,Almada
3015_0_1,21,20385,Almada
3015_0_1,22,20387,Almada
3015_0_1,23,20389,Almada
3015_0_1,24,20539,Almada
3015_0_1,25,20559,Almada
3015_0_1,26,20561,Almada
3015_0_1,27,20563,Almada
3015_0_1,28,20565,Almada
3015_0_1,29,20568,Almada
3015_0_1,30,20569,Almada
3015_0_2,1,20569,Almada
3015_0_2,2,20567,Almada
3015_0_2,3,20571,Almada
3015_0_2,4,20573,Almada
3015_0_2,5,20575,Almada
3015_0_2,6,20577,Almada
3015_0_2,7,20579,Almada
3015_0_2,8,20560,Almada
3015_0_2,9,20551,Almada
3015_0_2,10,20381,Almada
3015_0_2,11,20383,Almada
3015_0_2,12,20385,Almada
3015_0_2,13,20387,Almada
3015_0_2,14,20389,Almada
3015_0_2,15,20557,Almada
3015_0_2,16,20555,Almada
3015_0_2,17,20321,Almada
3015_0_2,18,20323,Almada
3015_0_2,19,20325,Almada
3015_0_2,20,20328,Almada
3015_0_2,21,20329,Almada
3015_0_2,22,20581,Almada
3015_0_2,23,20165,Almada
3015_0_2,24,20796,Almada
3015_0_2,25,20167,Almada
3015_0_2,26,20170,Almada
3015_0_2,27,20172,Almada
3015_0_2,28,20174,Almada
3015_0_2,29,20176,Almada
3015_0_2,30,20177,Almada
3015_0_2,31,20180,Almada
3016_0_1,1,20179,Almada
3016_0_1,2,20178,Almada
3016_0_1,3,20175,Almada
3016_0_1,4,20173,Almada
