stop_id,lat,lon,shelter_code,municipio
160261,38.5258,-8.90777,PT-SET-AB-00124,Setúbal
160259,38.52513,-8.90533,PT-SET-AB-00125,Setúbal
160745,38.52178,-8.88457,PT-SET-AB-00126,Setúbal
160077,38.54103,-8.8955,PT-SET-AB-00127,Setúbal
160082,38.53848,-8.8936,PT-SET-AB-00128,Setúbal
160092,38.5329,-8.89003,PT-SET-AB-00129,Setúbal
160095,38.52968,-8.8862,PT-SET-AB-00130,Setúbal
160141,38.52797,-8.88657,PT-SET-AB-00131,Setúbal
160149,38.53842,-8.87852,PT-SET-AB-00132,Setúbal
160151,38.53798,-8.88138,PT-SET-AB-00133,Setúbal
160031,38.5298,-8.88112,PT-SET-AB-00135,Setúbal
160222,38.52798,-8.87518,PT-SET-AB-00136,Setúbal
160025,38.53015,-8.8739,PT-SET-AB-00137,Setúbal
160035,38.52575,-8.87128,PT-SET-AB-00138,Setúbal
160179,38.52585,-8.86843,PT-SET-AB-00139,Setúbal
160059,38.52518,-8.87653,PT-SET-AB-00140,Setúbal
160060,38.52515,-8.87617,PT-SET-AB-00141,Setúbal
160062,38.52483,-8.88118,PT-SET-AB-00142,Setúbal
160027,38.5301,-8.878,PT-SET-AB-00144,Setúbal
160029,38.52895,-8.88255,PT-SET-AB-00145,Setúbal
160747,38.5191,-9.0133,PT-SET-AB-00147,Setúbal
160786,38.52595,-9.01808,PT-SET-AB-00149,Setúbal
160803,38.53113,-9.02107,PT-SET-AB-00150,Setúbal
160758,38.5362,-9.02403,PT-SET-AB-00151,Setúbal
160805,38.53985,-9.02613,PT-SET-AB-00152,Setúbal
160807,38.54435,-9.02878,PT-SET-AB-00153,Setúbal
160938,38.55388,-9.03437,PT-SET-AB-00154,Setúbal
160536,38.5326,-8.91012,PT-SET-AB-00155,Setúbal
160783,38.53002,-9.0206,PT-SET-AB-00156,Setúbal
160781,38.53877,-9.0257,PT-SET-AB-00157,Setúbal
160757,38.53577,-9.02395,PT-SET-AB-00158,Setúbal
160785,38.52548,-9.01797,PT-SET-AB-00160,Setúbal
160979,38.52183,-9.01585,PT-SET-AB-00161,Setúbal
160230,38.52215,-8.87223,PT-SET-AB-00162,Setúbal
160629,38.5343,-8.8968,PT-SET-AB-00163,Setúbal
160191,38.53874,-8.86694,PT-SET-AB-00164,Setúbal
160456,38.54108,-8.88528,PT-SET-AB-00165,Setúbal
160765,38.5506,-8.9948,PT-SET-AB-00167,Setúbal
160585,38.5455,-9.0167,PT-SET-AB-00168,Setúbal
160753,38.5126,-9.0232,PT-SET-AB-00169,Setúbal
160955,38.499,-9.0486,PT-SET-AB-00170,Setúbal
160756,38.5104,-9.0292,PT-SET-AB-00171,Setúbal
160754,38.5127,-9.0227,PT-SET-AB-00172,Setúbal
160437,38.5286,-8.903,PT-SET-AB-00173,Setúbal
160257,38.526,-8.9021,PT-SET-AB-00174,Setúbal
160427,38.5338,-8.8777,PT-SET-AB-00175,Setúbal
160693,38.5162,-8.8263,PT-SET-AB-00176,Setúbal
160691,38.5183,-8.8257,PT-SET-AB-00177,Setúbal
160320,38.5222,-8.8183,PT-SET-AB-00178,Setúbal
160607,38.53242,-8.90895,PT-SET-AB-00179,Setúbal
160241,38.5323,-8.8654,PT-SET-AB-00180,Setúbal
160289,38.5451,-8.856,PT-SET-AB-00181,Setúbal
160145,38.5411,-8.8745,PT-SET-AB-00182,Setúbal
160623,38.5277,-8.8695,PT-SET-AB-00183,Setúbal
160209,38.526,-8.8619,PT-SET-AB-00184,Setúbal
160050,38.5207,-8.8481,PT-SET-AB-00185,Setúbal
160045,38.524,-8.8449,PT-SET-AB-00186,Setúbal
160051,38.5227,-8.8511,PT-SET-AB-00187,Setúbal
160234,38.5212,-8.8625,PT-SET-AB-00188,Setúbal
160293,38.5452,-8.8561,PT-SET-AB-00189,Setúbal
160956,38.4987,-9.0484,PT-SET-AB-00190,Setúbal
160684,38.5264,-8.8117,PT-SET-AB-00192,Setúbal
160371,38.5412,-8.8541,PT-SET-AB-00193,Setúbal
160375,38.5417,-8.8773,PT-SET-AB-00194,Setúbal
160761,38.5465,-9.0056,PT-SET-AB-00195,Setúbal
160617,38.5261,-8.8627,PT-SET-AB-00196,Setúbal
160567,38.5359,-9.0075,PT-SET-AB-00197,Setúbal
160044,38.5237,-8.8394,PT-SET-AB-00198,Setúbal
160708,38.5153,-8.8661,PT-SET-AB-00202,Setúbal
161001,38.539748,-8.888124,,
161002,38.539726,-8.887998,,
161003,38.539703,-8.887871,,
161004,38.539680,-8.887745,,
161005,38.539657,-8.887619,,
161006,38.539654,-8.887509,,
60011,38.767550,-9.100513,,
100040,38.703604,-8.949764,,
100039,38.703406,-8.949809,,
130464,38.564268,-8.888004,,
160147,38.539687,-8.876773,,
130182,38.601684,-8.803720,,
130547,38.623862,-8.869485,,
130549,38.621403,-8.869930,,
130256,38.629487,-8.738506,,
130143,38.680972,-8.732615,,
130378,38.628744,-8.912475,,
60458,38.742509,-9.166170,,
60019,38.708474,-9.173969,,
130019,38.577089,-8.896112,,
130803,38.570312,-8.905312,,
160961,38.526054,-8.891183,,
130414,38.619933,-8.895771,,
130418,38.614432,-8.883929,,
130555,38.612625,-8.879059,,
130553,38.611349,-8.871809,,
130551,38.614087,-8.871305,,
130546,38.623197,-8.864547,,
130537,38.622039,-8.856421,,
130539,38.625330,-8.856484,,
130542,38.630008,-8.856508,,
130535,38.617240,-8.856321,,
130528,38.605135,-8.833528,,
130525,38.603772,-8.821800,,
130186,38.602954,-8.814824,,
130184,38.602581,-8.811401,,
130178,38.602582,-8.788573,,
130175,38.605546,-8.781792,,
130173,38.607810,-8.776358,,
130171,38.611020,-8.768771,,
130167,38.613786,-8.762237,,
130165,38.616655,-8.755373,,
130159,38.634198,-8.742030,,
130275,38.638849,-8.742297,,
130155,38.648141,-8.744579,,
130153,38.656481,-8.741076,,
130515,38.664827,-8.756603,,
130517,38.666293,-8.764653,,
130519,38.662825,-8.767504,,
130149,38.666108,-8.737298,,
130147,38.671173,-8.735641,,
130145,38.675741,-8.734225,,
130483,38.700284,-8.723769,,
130487,38.710074,-8.717126,,
130493,38.718605,-8.726112,,
130496,38.722542,-8.735401,,
130511,38.720147,-8.743593,,
130510,38.704261,-8.754040,,
130499,38.693978,-8.769193,,
100393,38.691586,-8.755502,,
130497,38.691941,-8.756401,,
100391,38.690109,-8.746303,,
100392,38.690349,-8.746421,,
130482,38.687433,-8.728172,,
90308,38.646674,-8.991135,,
130684,38.599261,-9.004530,,
100367,38.683335,-8.614046,,
100370,38.683671,-8.618345,,
100369,38.683487,-8.618798,,
100372,38.684382,-8.624079,,
100371,38.684335,-8.624705,,
100375,38.689182,-8.650616,,
100376,38.689382,-8.650986,,
100377,38.688144,-8.658241,,
100378,38.688007,-8.658077,,
100439,38.680046,-8.576731,,
100441,38.679118,-8.569943,,
100442,38.679293,-8.570204,,
160967,38.539166,-8.891086,,
50231,38.724154,-9.424938,,
50232,38.723968,-9.425088,,
50228,38.721951,-9.424667,,
50241,38.717202,-9.424040,,
50221,38.715774,-9.424029,,
50222,38.715740,-9.424187,,
50218,38.712148,-9.423902,,
50216,38.711127,-9.422462,,
50243,38.708277,-9.421911,,
50209,38.705941,-9.417940,,
50249,38.702072,-9.420999,,
50317,38.700277,-9.425690,,
50251,38.700980,-9.425793,,
50253,38.702659,-9.427834,,
50255,38.703851,-9.429239,,
50315,38.701344,-9.429666,,
50313,38.702690,-9.430881,,
50311,38.704209,-9.431131,,
50262,38.709646,-9.435606,,
50263,38.710850,-9.436485,,
50309,38.711594,-9.437329,,
50307,38.716470,-9.439976,,
50267,38.716644,-9.440004,,
50269,38.718673,-9.441229,,
50330,38.722880,-9.417214,,
50381,38.705063,-9.408324,,
50377,38.706696,-9.404489,,
50379,38.705894,-9.406877,,
50384,38.709735,-9.410125,,
50383,38.709860,-9.409982,,
50397,38.715220,-9.409307,,
50335,38.722977,-9.411073,,
50336,38.722447,-9.411262,,
50329,38.722970,-9.416991,,
50345,38.719348,-9.418227,,
50347,38.717311,-9.418188,,
50325,38.714066,-9.417574,,
50326,38.713645,-9.417737,,
50324,38.710339,-9.418135,,
50323,38.710465,-9.417818,,
50322,38.708203,-9.418132,,
50359,38.703404,-9.398233,,
50409,38.704183,-9.399171,,
50407,38.708090,-9.397053,,
50361,38.705551,-9.395295,,
50369,38.714451,-9.390464,,
50415,38.718499,-9.394111,,
50417,38.717040,-9.394322,,
50405,38.713212,-9.394770,,
50371,38.712999,-9.395910,,
50375,38.708260,-9.400873,,
50376,38.708204,-9.400734,,
50411,38.712605,-9.393559,,
50046,38.691818,-9.359241,,
50047,38.690400,-9.356268,,
50051,38.690414,-9.351763,,
50040,38.692276,-9.354057,,
50471,38.694440,-9.355098,,
50491,38.697776,-9.356905,,
50492,38.699084,-9.358474,,
50482,38.698973,-9.358471,,
50481,38.700158,-9.360166,,
50479,38.702973,-9.363848,,
50478,38.702896,-9.361860,,
50477,38.703938,-9.359495,,
50515,38.702262,-9.355123,,
50472,38.702317,-9.354918,,
50516,38.703995,-9.355436,,
50476,38.705818,-9.355286,,
50497,38.706325,-9.355024,,
50503,38.708746,-9.353893,,
50498,38.708387,-9.353787,,
50475,38.707901,-9.353245,,
50502,38.710262,-9.353477,,
50501,38.712049,-9.354713,,
50436,38.713391,-9.357514,,
50440,38.713178,-9.356874,,
50437,38.713414,-9.361260,,
50438,38.713428,-9.363040,,
50506,38.723184,-9.351843,,
50461,38.722317,-9.350610,,
50460,38.722436,-9.350548,,
171335,38.798280,-9.465710,,
120731,38.691720,-9.314050,,
120783,38.693472,-9.313673,,
120781,38.695643,-9.312026,,
121112,38.697791,-9.311384,,
121111,38.697664,-9.311361,,
121113,38.697411,-9.309616,,
121114,38.697380,-9.309347,,
121115,38.698126,-9.306712,,
121116,38.698194,-9.306869,,
120750,38.697563,-9.305221,,
120749,38.697464,-9.305153,,
120747,38.697254,-9.306189,,
50203,38.737627,-9.395442,,
50197,38.737747,-9.394915,,
100115,38.702580,-8.953529,,
140472,38.552729,-9.094353,,
140810,38.557148,-9.061373,,
121159,38.700091,-9.252176,,
120125,38.703416,-9.256710,,
120129,38.701008,-9.249745,,
120136,38.700667,-9.244403,,
120053,38.715897,-9.244835,,
120055,38.714164,-9.244559,,
120057,38.712738,-9.245883,,
120058,38.713110,-9.245274,,
120059,38.711291,-9.246191,,
120060,38.711436,-9.246127,,
120061,38.710001,-9.245391,,
120062,38.709834,-9.245140,,
120063,38.707984,-9.244645,,
120064,38.708040,-9.244525,,
120091,38.715054,-9.244524,,
120151,38.709122,-9.244315,,
120152,38.709030,-9.244100,,
120157,38.710478,-9.242872,,
120158,38.711082,-9.242971,,
120273,38.709458,-9.243273,,
120321,38.709638,-9.242775,,
140560,38.610383,-9.093614,,
140341,38.610768,-9.093464,,
140327,38.610952,-9.093717,,
140559,38.610257,-9.093745,,
140575,38.643469,-9.098237,,
140141,38.643236,-9.099132,,
140247,38.643369,-9.099191,,
60069,38.760645,-9.194608,,
60063,38.760313,-9.193901,,
60057,38.761297,-9.197274,,
60077,38.762385,-9.197155,,
60355,38.762611,-9.197121,,
60357,38.762863,-9.197076,,
60447,38.761702,-9.197067,,
60062,38.762142,-9.197200,,
170851,38.755674,-9.265902,,
170921,38.755607,-9.265726,,
170901,38.755560,-9.265920,,
170929,38.755815,-9.265758,,
172105,38.755645,-9.266021,,
172185,38.755576,-9.265855,,
172537,38.755753,-9.266011,,
172195,38.755784,-9.265884,,
172197,38.755703,-9.266211,,
172199,38.755591,-9.265790,,
172478,38.755731,-9.265666,,
172480,38.755702,-9.265784,,
172491,38.755728,-9.266111,,
170457,38.766603,-9.298414,,
170653,38.765858,-9.298099,,
172486,38.766975,-9.298571,,
172487,38.766106,-9.298204,,
172488,38.766355,-9.298309,,
172489,38.765982,-9.298151,,
172490,38.766479,-9.298361,,
172498,38.766231,-9.298256,,
172526,38.766852,-9.298518,,
172600,38.765734,-9.298046,,
172532,38.766727,-9.298466,,
172552,38.766342,-9.298054,,
172555,38.766559,-9.298029,,
170095,38.797592,-9.341122,,
170197,38.797586,-9.342747,,
172628,38.797510,-9.341345,,
170073,38.783924,-9.321860,,
170169,38.785013,-9.322378,,
172492,38.783679,-9.321989,,
172493,38.784032,-9.321801,,
172601,38.783821,-9.321913,,
170907,38.752376,-9.282437,,
172477,38.759465,-9.257231,,
172536,38.759360,-9.257234,,
60033,38.725878,-9.151315,,
60123,38.725820,-9.151457,,
60143,38.725707,-9.151714,,
60149,38.725614,-9.152188,,
60405,38.725638,-9.152677,,
60462,38.725768,-9.151555,,
140535,38.601697,-9.062229,,
140139,38.609954,-9.101011,,
171267,38.860770,-9.332840,,
20071,38.668000,-9.164574,,
20073,38.666696,-9.179479,,
140723,38.645208,-9.147021,,
140724,38.645347,-9.147140,,
140755,38.644763,-9.146708,,
10142,38.753284,-8.956831,,
100088,38.708765,-8.983498,,
40011,38.652088,-9.072265,,
150381,38.470838,-9.105484,,
140039,38.609759,-9.100680,,
140152,38.632330,-9.117659,,
20096,38.660939,-9.163335,,
20089,38.656751,-9.162570,,
120065,38.705979,-9.242707,,
120066,38.705772,-9.241997,,
120069,38.705379,-9.240269,,
120070,38.705292,-9.240430,,
120072,38.702699,-9.240005,,
120077,38.699195,-9.237565,,
120078,38.699252,-9.237400,,
120271,38.708107,-9.240848,,
120272,38.708102,-9.241007,,
120083,38.699518,-9.232077,,
120263,38.699776,-9.231540,,
120267,38.701482,-9.236453,,
120268,38.701729,-9.236947,,
120269,38.705980,-9.238695,,
120323,38.705134,-9.238704,,
60023,38.732233,-9.164504,,
60401,38.732278,-9.164879,,
160787,38.522180,-9.016119,,
160897,38.521302,-9.008473,,
160773,38.532270,-8.989222,,
150564,38.551490,-9.100133,,
60004,38.754277,-9.197862,,
60005,38.773016,-9.105138,,
60006,38.751244,-9.197940,,
60012,38.753289,-9.196316,,
60017,38.736231,-9.160761,,
60018,38.736102,-9.160213,,
60019,38.708474,-9.173969,,
60023,38.732233,-9.164504,,
60025,38.737230,-9.163436,,
60027,38.723855,-9.160573,,
60029,38.727651,-9.160680,,
60033,38.725878,-9.151315,,
60035,38.725117,-9.155267,,
60037,38.724437,-9.160764,,
60043,38.752015,-9.205174,,
60044,38.752042,-9.205484,,
60047,38.749613,-9.191319,,
60049,38.750247,-9.195982,,
60051,38.750660,-9.201458,,
60053,38.749741,-9.194285,,
60055,38.748636,-9.191161,,
60057,38.761297,-9.197274,,
60062,38.762142,-9.197200,,
60063,38.760313,-9.193901,,
60065,38.759502,-9.192653,,
60069,38.760645,-9.194608,,
60071,38.761927,-9.197187,,
60077,38.762385,-9.197155,,
60079,38.709804,-9.214973,,
60081,38.717434,-9.209536,,
60082,38.717526,-9.209877,,
60089,38.708943,-9.214369,,
60091,38.709544,-9.208470,,
60092,38.709681,-9.208301,,
60093,38.705647,-9.205105,,
60094,38.705916,-9.205038,,
60095,38.703904,-9.206560,,
60096,38.703989,-9.206349,,
60097,38.699815,-9.205920,,
60098,38.699883,-9.205744,,
60099,38.697323,-9.203482,,
60101,38.696974,-9.199598,,
60103,38.697814,-9.204488,,
60105,38.709168,-9.214255,,
60107,38.697138,-9.199638,,
60109,38.699834,-9.214295,,
60115,38.702603,-9.217412,,
60117,38.703193,-9.217223,,
60119,38.699613,-9.213678,,
60123,38.725820,-9.151457,,
60141,38.709724,-9.215453,,
60143,38.725707,-9.151714,,
60149,38.725614,-9.152188,,
60153,38.781576,-9.120633,,
60157,38.766345,-9.157478,,
60159,38.772914,-9.161157,,
60163,38.783676,-9.163546,,
60166,38.778579,-9.164303,,
60167,38.772695,-9.161244,,
60169,38.765563,-9.157433,,
60173,38.782005,-9.162811,,
60175,38.787600,-9.159134,,
60177,38.790591,-9.157352,,
60178,38.790900,-9.157288,,
60180,38.793083,-9.155528,,
60181,38.793351,-9.153156,,
60183,38.788134,-9.158568,,
60185,38.785808,-9.159816,,
60187,38.782234,-9.162902,,
60189,38.793543,-9.097811,,
60197,38.780605,-9.096552,,
60198,38.780668,-9.096369,,
60199,38.778762,-9.095216,,
60200,38.778719,-9.095417,,
60201,38.776131,-9.094960,,
60202,38.776044,-9.095164,,
60203,38.774385,-9.097502,,
60209,38.771537,-9.097323,,
60211,38.774416,-9.097089,,
60221,38.774714,-9.102810,,
60223,38.774712,-9.103076,,
60227,38.778085,-9.164225,,
60231,38.787177,-9.142538,,
60233,38.783655,-9.142564,,
60234,38.783380,-9.142635,,
60235,38.779083,-9.144814,,
60236,38.779168,-9.144593,,
60237,38.774605,-9.147446,,
60238,38.774805,-9.147331,,
60239,38.774258,-9.152019,,
60240,38.774423,-9.152122,,
60241,38.774324,-9.159465,,
60243,38.774025,-9.160424,,
60245,38.787892,-9.145515,,
60246,38.788072,-9.145642,,
60247,38.787579,-9.148373,,
60248,38.787240,-9.149111,,
60249,38.790391,-9.150627,,
60257,38.790624,-9.150751,,
60263,38.782395,-9.126026,,
60265,38.780424,-9.125467,,
60267,38.777426,-9.126748,,
60268,38.777288,-9.126899,,
60269,38.774514,-9.125963,,
60270,38.774422,-9.126128,,
60275,38.762191,-9.130297,,
60277,38.759932,-9.135522,,
60279,38.758131,-9.141659,,
60282,38.756451,-9.146885,,
60283,38.755760,-9.151479,,
60287,38.757921,-9.155490,,
60289,38.755122,-9.150408,,
60291,38.756926,-9.144778,,
60293,38.758378,-9.140201,,
60295,38.767837,-9.128603,,
60297,38.779677,-9.125925,,
60307,38.769846,-9.126722,,
60309,38.782282,-9.125539,,
60333,38.774260,-9.106214,,
60355,38.762611,-9.197121,,
60357,38.762863,-9.197076,,
60381,38.697445,-9.188030,,
60382,38.697771,-9.186956,,
60384,38.696222,-9.198352,,
60387,38.712895,-9.175334,,
60389,38.719345,-9.174772,,
60391,38.752592,-9.159364,,
60393,38.751402,-9.159216,,
60395,38.718693,-9.175046,,
60397,38.710188,-9.174421,,
60399,38.729990,-9.165973,,
60401,38.732278,-9.164879,,
60403,38.730003,-9.168238,,
60405,38.725638,-9.152677,,
60409,38.708228,-9.173986,,
60411,38.703471,-9.167056,,
60413,38.703619,-9.162760,,
60415,38.706189,-9.155753,,
60417,38.706408,-9.149105,,
60418,38.706304,-9.148549,,
60419,38.705839,-9.143122,,
60423,38.703536,-9.167717,,
60427,38.756289,-9.203778,,
60435,38.756444,-9.204273,,
60441,38.755401,-9.192342,,
60443,38.752833,-9.196850,,
60445,38.751461,-9.197455,,
60447,38.761702,-9.197067,,
60449,38.722969,-9.166909,,
60450,38.723324,-9.166410,,
60451,38.706240,-9.145047,,
60452,38.706350,-9.145328,,
60453,38.741962,-9.167221,,
60454,38.742059,-9.167037,,
60456,38.742253,-9.166661,,
60458,38.742509,-9.166170,,
60462,38.725768,-9.151555,,
61205,38.782645,-9.125235,,
61206,38.743838,-9.133906,,
61208,38.761993,-9.129473,,
61209,38.743579,-9.133782,,
61210,38.761466,-9.129873,,
61214,38.742434,-9.140431,,
61215,38.742212,-9.140380,,
61216,38.741788,-9.144504,,
61217,38.741211,-9.148236,,
61218,38.741118,-9.147295,,
61219,38.739912,-9.151454,,
61220,38.739750,-9.151237,,
61221,38.753846,-9.130614,,
61222,38.752585,-9.130439,,
62001,38.706228,-9.155995,,
60425,38.757708,-9.205164,,
60426,38.757408,-9.204483,,
