stop_id,stop_name,stop_name_new,stop_short_name,stop_lat,stop_lon,operational_status,areas,region_id,region_name,district_id,district_name,municipality_id,municipality_name,parish_id,parish_name,locality,jurisdiction,stop_code,tts_stop_name,platform_code,parent_station,location_type,stop_url,has_pole,has_cover,has_shelter,shelter_code,shelter_maintainer,has_mupi,has_bench,has_trash_bin,has_lighting,has_electricity,docking_bay_type,last_infrastructure_maintenance,last_infrastructure_check,has_stop_sign,has_flag,flag_maintainer,has_pip_static,has_pip_audio,pip_audio_code,has_pip_realtime,pip_realtime_code,has_h2oa_signage,has_schedules,has_tactile_schedules,has_network_map,last_schedules_maintenance,last_schedules_check,last_flag_maintenance,last_flag_check,has_sidewalk,sidewalk_type,has_crossing,has_flat_access,has_wide_access,has_tactile_access,has_abusive_parking,wheelchair_boarding,last_accessibility_maintenance,last_accessibility_check,near_health_clinic,near_hospital,near_university,near_school,near_police_station,near_fire_station,near_shopping,near_historic_building,near_transit_office,near_beach,subway,light_rail,train,boat,airport,bike_sharing,bike_parking,car_parking
10014,ALCOCHETE (R COOPERAÇÃO 27),Rua da Cooperação L27,R. da Cooperação L27,38.748700,-8.965973,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10014,Alcochete ( Rua Cooperação 27 ),N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010014,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10015,ALCOCHETE (R LIBERDADE) ESCOLA VALBOM,Escola Básica n.º 2 de Alcochete (Valbom),Escola Básica n.º 2 de Alcochete (Valbom),38.748758,-8.967106,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10015,Alcochete ( Rua Liberdade ) Escola Valbom,N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010015,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10016,ALCOCHETE (R LIBERDADE) ESCOLA VALBOM,Rua da Liberdade Frente 2,R. da Liberdade Ft. 2,38.749364,-8.966956,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10016,Alcochete ( Rua Liberdade ) Escola Valbom,N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010016,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10017,ALCOCHETE (AV D MANUEL I 25),Avenida Dom Manuel I (Frente Hotel),Av. D. Manuel I (Ft. Hotel),38.750122,-8.968040,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10017,Alcochete ( Avenida Dom Manuel Primeiro 25 ),N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010017,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018,ALCOCHETE (AV D MANUEL I 25),Avenida Dom Manuel I Frente L23,Av. D. Manuel I Ft. L23,38.749981,-8.967987,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10018,Alcochete ( Avenida Dom Manuel Primeiro 25 ),N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010018,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10019,ALCOCH (AV INF D JOÃO) PRAIA MOINHOS,Avenida Infante Dom João (Paia dos Moinhos),Av. Inf. D. João (Paia dos Moinhos),38.748365,-8.970791,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10019,Álcochete ( Avenida Infante Dom João ) Praia Moinhos,N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010019,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10021,PASSEIO CARAVELAS (FÓRUM ALCOCHETE),Passeio Caravelas (Parque estacionamento Fórum Cultural),Passeio Caravelas (Pq. estacionamento Fórum Cultural),38.746655,-8.971506,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10021,Passeio Caravelas ( Fórum Alcochete ),N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010021,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10023,ALCOCHETE (R 25 DE ABRIL 8),Rua 25 de Abril 6,R. 25 de Abril 6,38.747993,-8.969371,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10023,Alcochete ( Rua 25 De Abril Número 8 ),N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010023,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10025,ALCOCHETE (R Mª TERESA NORONHA),Rua Dona Maria Teresa de Noronha 196,R. Da. Maria Teresa de Noronha 196,38.752660,-8.961294,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10025,Alcochete ( Rua Maria Teresa Noronha ),N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010025,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10027,ALCOCHETE (R CARLOS M ROD FRANCISCO 408),Rua Carlos Manuel Rodrigues Francisco 409,R. Carlos Manuel Rodrigues Francisco 409,38.753259,-8.958130,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10027,Alcochete ( Rua Carlos M Rodrigo Francisco 408 ),N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010027,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10028,ALCOCHETE (R CARLOS M ROD FRANCISCO 408),Rua Carlos Manuel Rodrigues Francisco Frente 410,R. Carlos Manuel Rodrigues Francisco Ft. 410,38.753307,-8.958037,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10028,Alcochete ( Rua Carlos M Rodrigo Francisco 408 ),N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010028,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10029,ALCOCHETE (R LÁPARO) SUPERMERCADO,Rua do Láparo (Supermercado),R. do Láparo (Supermercado),38.751255,-8.956741,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10029,Alcochete ( Rua Láparo ) Supermercado,N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010029,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10030,ALCOCHETE (R LÁPARO) SUPERMERCADO,Rua do Láparo (Fte Supermercado),R. do Láparo (Fte Supermercado),38.751242,-8.956625,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,N/A,10030,Alcochete ( Rua Láparo ) Supermercado,N/A,N/A,0,https://on.carrismetropolitana.pt/stops/010030,N/A,UNKNOWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
