school_id,school_name,coordinates_lat,coordinates_lon
237280,"Escola Básica n.º 1 do Cacém, Sintra",38.7666264,-9.3042299
237358,"Escola Básica n.º 1 de Camarate, Loures",38.7994383,-9.134915399999999
237437,"Escola Básica Francisco Vieira Caldas, Caneças, Odivelas",38.81318539999999,-9.228493199999999
237474,"Escola Básica n.º 1 de Carcavelos, Cascais",38.6903976,-9.3324483
237498,"Escola Básica Sylvia Philips, Carnaxide, Oeiras",38.7278042,-9.242513899999999
237644,"Escola Básica José Jorge Letria, Cascais",38.6987383,-9.4253428
237917,"Escola Básica de Coina, Barreiro",38.6545543,-9.0690324
237978,"Escola Básica n.º 1 de Corroios, Seixal",38.6429842,-9.1551297
238028,"Escola Básica n.º 2 da Costa da Caparica, Almada",38.6714085,-9.1637486
238193,"Escola Básica Padre Himalaia, Damaia, Amadora",38.7454734,-9.2209343
238284,"Escola Básica São Miguel, Enxara do Bispo, Mafra",38.9874448,-9.243670600000002
238405,"Escola Básica Artur Bual, Falagueira, Amadora",38.7609866,-9.2280842
238417,"Escola Básica da Quinta das Dálias, Famões, Odivelas",38.792057,-9.2015308
238429,"Escola Básica n.º 1 do Faralhão, Setúbal",38.5212706,-8.8264164
238478,"Escola Básica n.º 1 do Feijó, Almada",38.6533331,-9.174163499999999
238510,"Escola Básica de Fernão Ferro, Seixal",38.5670486,-9.1017267
238570,"Escola Básica do Fogueteiro, Seixal",38.6146597,-9.1106564
238612,"Escola Básica de Craveira do Norte, Montijo",38.6792263,-8.588307499999999
238624,"Escola Básica da Quinta de Santo António, Cruz de Pau, Seixal",38.618645,-9.1244281
238739,"Escola Básica n.º 1 de Galiza, Cascais",38.7054553,-9.3835596
239331,"Escola Básica Cesário Verde, Linda-a-Pastora, Oeiras",38.7184074,-9.2550618
239343,"Escola Básica Armando Guerreiro, Linda-a-Velha, Oeiras",38.7116049,-9.2397771
239355,"Escola Básica n.º 1 do Linhó, Sintra",38.7696382,-9.3817246
239367,Escola Básica n.º 1 de Lisboa,38.7202366,-9.1382985
239446,Escola Básica de Loures,38.8275565,-9.174995599999999
239460,"Escola Básica de Lousa, Loures",38.89136690000001,-9.2092048
239495,"Escola Básica Hélia Correia, Mafra",38.9434418,-9.3377982
239598,"Escola Básica n.º 1 de Mem Martins, Sintra",38.7862737,-9.3482916
239641,"Escola Básica da Mina, Amadora",38.7589152,-9.2300218
239690,"Escola Básica de Miratejo, Seixal",38.6513146,-9.1412914
239719,Escola Básica n.º 1 da Moita,38.6548966,-8.9920651
239811,"Escola Básica n.º 3 de Monte da Caparica, Almada",38.6636206,-9.196711299999999
239823,"Escola Básica de Montemor, Loures",38.8199837,-9.1989542
239860,"Escola Básica n.º 1 de Morelena, Sintra",38.8446954,-9.3163241
239872,"Escola Básica Dr. Catela Gomes, Moscavide, Loures",38.8434586,-9.1602558
239938,"Escola Básica de Murtal, Cascais",38.7065212,-9.3616785
239987,"Escola Básica Maria Lamas, Odivelas",38.78806160000001,-9.1814284
239999,"Escola Básica Conde de Ferreira, Oeiras",38.68897279999999,-9.3123304
240205,"Escola Básica de Aldeia de Paio Pires, Seixal",38.627182,-9.0864354
240369,"Escola Básica Dionísio dos Santos Matias, Paço de Arcos, Oeiras",38.6950098,-9.2948945
240515,"Escola Básica António Santos Jorge, Pinhal Novo, Palmela",38.6336748,-8.915625499999999
240620,"Escola Básica Dr. Mário Madeira, Pontinha, Odivelas",38.768776,-9.1967304
240692,"Escola Básica do Pragal, Almada",38.6725887,-9.170891
240783,"Escola Básica n.º 1 da Póvoa de Santa Iria, Vila Franca de Xira",38.8609453,-9.0663381
240898,"Jardim de Infância de Azenha, Ramada, Odivelas",38.8014449,-9.1911522
240928,"Escola Básica Gago Coutinho, Reboleira, Amadora",38.7562798,-9.2338942
241143,"Escola Básica n.º 1 de São Domingos de Rana, Cascais",38.700874,-9.3416561
241179,"Escola Básica n.º 1 de São João da Talha, Loures",38.8238381,-9.096067699999999
241283,"Escola Básica de Sacavém, Loures",38.792375,-9.1048545
241453,"Escola Básica de Sarilhos Grandes, Montijo",38.681428,-8.9639554
241568,Escola Básica n.º 1 de Setúbal,38.523909,-8.8813781
241726,"Escola Básica de Bela Vista, Santa Iria de Azoia, Loures",38.8460536,-9.084782299999999
241751,"Escola Básica de Santo Antão do Tojal, Loures",38.8538698,-9.1435133
241891,"Escola Básica n.º 1 da Terrugem, Sintra",38.8493124,-9.377628399999999
241908,"Escola Básica António Torrado, Tires, Cascais",38.7136876,-9.3486663
241910,"Escola Básica do Tojalinho, Loures",38.8275565,-9.174995599999999
241945,"Escola Básica da Torre da Marinha, Seixal",38.6161149,-9.1040292
241970,"Escola Básica n.º 1 da Trafaria, Almada",38.6698859,-9.238283
242081,"Escola Básica da Quinta da Paiã, Pontinha, Odivelas",38.7788716,-9.195966499999999
242111,"Escola Básica Álvaro Guerra, Vila Franca de Xira",38.9570512,-8.9891539
242160,"Escola Básica Miquelina Pombo, Almada",38.6391378,-9.177285399999999
242196,"Jardim de Infância de Vale de Milhaços, Seixal",38.6245886,-9.160818899999999
242287,"Escola Básica da Venteira, Amadora",38.757643,-9.244887
242317,"Escola Básica n.º 1 de Vialonga, Vila Franca de Xira",38.87598570000001,-9.072220699999999
242550,"Escola Básica n.º 1 do Zambujal, Sesimbra",38.4524155,-9.1280618
242573,"Escola Básica n.º 1 de Águas de Moura, Palmela",38.5719729,-8.9023577
242690,"Escola Básica do Castelo, Lisboa",38.7131919,-9.1328389
242706,Escola Básica n.º 5 de Setúbal,38.5262659,-8.8664183
242731,"Escola Básica Teixeira de Pascoais, Lisboa",38.7472164,-9.1360887
242780,"Escola Básica Eurico Gonçalves, Lisboa",38.7800957,-9.159280299999999
242834,Escola Básica n.º 6 de Setúbal,38.53201749999999,-8.868218599999999
242860,"Escola Básica António Nobre, Lisboa",38.74590620000001,-9.1774919
242883,"Escola Básica de São João de Brito, Lisboa",38.7562929,-9.1372144
242901,"Escola Básica Paulino Montez, Lisboa",38.773693,-9.1185475
242949,"Escola Básica Luiza Neto Jorge, Lisboa",38.7526956,-9.123998199999999
242950,"Escola Básica Professor Manuel Sérgio, Lisboa",38.7127303,-9.2016779
243012,"Escola Básica Padre Abel Varzim, Lisboa",38.7138901,-9.145399099999999
243024,Escola Básica n.º 7 de Setúbal,38.5227818,-8.8760964
243050,"Escola Básica de Laranjeiras, Lisboa",38.7554748,-9.1739116
243061,"Escola Básica Dom Luís da Cunha, Lisboa",38.7563807,-9.167605499999999
243085,"Escola Básica do Beato, Lisboa",38.7301914,-9.108218899999999
243097,"Escola Básica do Parque Silva Porto, Lisboa",38.7474522,-9.2049053
243115,"Escola Básica Arquitecto Gonçalo Ribeiro Telles, Lisboa",38.7334207,-9.2039239
243127,"Escola Básica Fernanda de Castro, Lisboa",38.7092268,-9.1711416
243164,Escola Básica n.º 8 de Setúbal,38.5257618,-8.8777806
243220,"Escola Básica Prista Monteiro, Lisboa",38.76604349999999,-9.1822046
243243,"Escola Básica do Bairro Madre de Deus, Lisboa",38.7334367,-9.114569699999999
243280,"Escola Básica O Leão de Arroios, Lisboa",38.7348968,-9.1366816
243292,"Escola Básica de Montalvão, Setúbal",38.5271436,-8.8968122
243322,"Escola Básica Actor Vale, Lisboa",38.7352572,-9.130171299999999
243346,"Escola Básica Arquitecto Victor Palla, Lisboa",38.7265576,-9.1251383
243360,"Escola Básica de Caselas, Lisboa",38.7145085,-9.2140679
243425,"Escola Básica Professor Oliveira Marques, Lisboa",38.7218558,-9.116541699999999
243437,Escola Básica n.º 9 de Setúbal,38.5283261,-8.9084471
243486,"Escola Básica dos Coruchéus, Lisboa",38.7505901,-9.145992399999999
243504,"Escola Básica de São João de Deus, Lisboa",38.73932,-9.1399232
243528,"Escola Básica Raúl Lino, Lisboa",38.7064146,-9.1800417
243541,"Escola Básica Arco-Íris, Lisboa",38.7636629,-9.1201255
243577,"Escola Básica do Bairro Afonso Costa, Setúbal",38.5292702,-8.8712396
243619,"Escola Básica Rainha Santa Isabel, Lisboa",38.7168657,-9.1555611
243632,"Escola Básica Professora Aida Vieira, Lisboa",38.767715,-9.1921923
243681,"Escola Básica Professor José Salvado Sampaio, Lisboa",38.7501817,-9.209462799999999
243700,"Escola Básica de Santa Maria dos Olivais, Lisboa",38.77632819999999,-9.1163897
243747,Escola Básica n.º 11 de Setúbal,38.5282172,-8.869404000000001
243759,"Escola Básica Adriano Correia de Oliveira, Lisboa",38.7674621,-9.121086
243760,"Escola Básica Sarah Afonso, Lisboa",38.7593385,-9.1099734
243772,"Escola Básica Maria da Luz de Deus Ramos, Lisboa",38.7910893,-9.1505786
243784,"Escola Básica Manuel Teixeira Gomes, Lisboa",38.7539272,-9.1114644
243838,"Escola Básica Alexandre Herculano, Lisboa",38.7030854,-9.194967199999999
243840,Escola Básica n.º 12 de Setúbal,38.5412046,-8.8938379
243851,"Escola Básica João dos Santos, Lisboa",38.7449353,-9.107240899999999
243863,Escola Básica n.º 195 de Lisboa,38.75371519999999,-9.1171512
243954,"Jardim de Infância Nossa Senhora da Anunciação, Agualva, Sintra",38.7728202,-9.2962401
243980,"Escola Básica de Albarraque, Sintra",38.7496203,-9.3507974
244004,"Escola Básica Professora Maria Margarida Rodrigues, Cascais",38.7343053,-9.407548199999999
244041,"Escola Básica Gracinda Antunes Valido, Alcoitão, Cascais",38.7333243,-9.394253299999999
244107,"Escola Básica de Alfarim, Sesimbra",38.475017,-9.155734
244132,"Escola Básica da Quinta Grande, Alfragide, Amadora",38.7390836,-9.221965299999999
244168,"Escola Básica n.º 2 de Alhandra, Vila Franca de Xira",38.9276014,-9.0100436
244181,"Escola Básica Feliciano Oleiro, Almada",38.6815588,-9.1608466
244211,"Escola Básica n.º 2 de Alpriate, Vila Franca de Xira",38.8642785,-9.0931724
244284,"Escola Básica da Quinta da Vala, Vila Franca de Xira",38.8960065,-9.0349636
244302,"Escola Básica da Quinta das Inglesinhas, Cruz de Pau, Seixal",38.6298918,-9.1244432
244314,"Escola Básica Fernando Teixeira Lopes, Cascais",38.7117181,-9.4163373
244417,"Escola Básica da Quinta de São João, Arrentela, Seixal",38.6226019,-9.1003699
244661,"Escola Básica de Meleças, Sintra",38.7980971,-9.310859299999999
244673,"Escola Básica Visconde de Leceia, Leceia, Oeiras",38.7265869,-9.2846079
244740,"Escola Básica n.º 2 de Belas, Sintra",38.774278,-9.2700751
244776,"Escola Básica do Cobre, Cascais",38.7139808,-9.4369449
244790,"Escola Básica n.º 2 da Bobadela, Loures",38.8019734,-9.0986411
244880,"Escola Básica da Brandoa, Amadora",38.767812,-9.2225199
244910,"Escola Básica do Alto do Moinho, Zambujal, Amadora",38.7310594,-9.215768299999999
244971,"Jardim de Infância n.º 1 do Cacém, Sintra",38.7663792,-9.309044199999999
245057,"Escola Básica n.º 2 de Camarate, Loures",38.8093667,-9.1428861
245124,"Escola Básica Artur Alves Cardoso, Caneças, Odivelas",38.8157167,-9.2139244
245148,"Escola Básica de Lombos, Carcavelos, Cascais",38.6904023,-9.329243
245161,"Escola Básica Antero Basalisa, Carnaxide, Oeiras",38.7275745,-9.2479862
245252,"Escola Básica n.º 2 de Casal de Cambra, Sintra",38.8036971,-9.227231
245290,"Escola Básica Professor Manuel Gaião, Cascais",38.7109695,-9.419256599999999
245604,"Escola Básica do Alto do Moinho, Seixal",38.6334768,-9.161252
245653,"Escola Básica José Cardoso Pires, Costa da Caparica, Almada",38.6563287,-9.2379994
245665,"Escola Básica n.º 1 da Cova da Piedade, Almada",38.6697608,-9.1610285
245800,"Escola Básica de Águas Livres, Damaia, Amadora",38.7475062,-9.2113443
245835,"Jardim de Infância de Camarões, Sintra",38.7900096,-9.322744499999999
246013,"Escola Básica Maria Irene Lopes de Azevedo, Venda Nova, Amadora",38.7577321,-9.209376299999999
246025,"Escola Básica Veiga Ferreira, Famões, Odivelas",38.7961756,-9.2184644
246086,"Escola Básica n.º 2 do Feijó, Almada",38.6523372,-9.160681499999999
246128,"Escola Básica da Quinta dos Morgados, Fernão Ferro, Seixal",38.565916,-9.0900547
246177,"Escola Básica da Quinta das Sementes, Paivas, Seixal",38.6182312,-9.1206265
246207,"Jardim de Infância da Cruz de Pau, Seixal",38.6208994,-9.1269235
246300,"Escola Básica A. H. Oliveira Marques, Cascais",38.70459630000001,-9.379235699999999
246773,"Escola Básica Alexandre Castanheira, Laranjeiro, Almada",38.6568079,-9.1529134
246840,"Escola Básica Gil Vicente, Queijas, Oeiras",38.71896,-9.262384599999999
246876,"Escola Básica Gaivotas, Lisboa",38.7100003,-9.1452493
246955,Escola Básica n.º 2 de Loures,38.8239518,-9.1654216
246967,"Jardim de Infância de Salemas, Loures",38.8808855,-9.191985200000001
247054,"Escola Básica n.º 2 de Massamá, Sintra",38.7534889,-9.286978099999999
247108,"Escola Básica n.º 2 de Mem Martins, Sintra",38.7918768,-9.3406383
247170,"Escola Básica n.º 2 de Mira Sintra, Sintra",38.7829448,-9.3029614
247200,"Escola Básica José Afonso, Corroios, Seixal",38.6540244,-9.143233
247224,Escola Básica n.º 2 da Moita,38.6497299,-8.988192999999999
247315,"Escola Básica n.º 1 de Monte da Caparica, Almada",38.6679349,-9.1931596
247327,"Escola Básica Eça de Queirós, Ramada, Odivelas",38.8142726,-9.201284399999999
247340,"Escola Básica Joaquim de Almeida, Montijo",38.7056801,-8.9680426
247480,"Escola Básica António Maria Bravo, Odivelas",38.7894952,-9.1792166
247509,"Escola Básica n.º 2 de Olhos de Água, Lagoinha, Palmela",38.5987567,-8.9283927
247674,"Escola Básica da Quinta da Courela, Aldeia de Paio Pires, Seixal",38.6168709,-9.083106299999999
247698,"Escola Básica de Francos, Sintra",38.7606439,-9.3275838
247716,Escola Básica n.º 2 de Palmela,38.56947359999999,-8.8988438
247765,"Escola Básica Afonso do Paço, Parede, Cascais",38.6922132,-9.352561999999999
247996,"Escola Básica João Eduardo Xavier, Pinhal Novo, Palmela",38.6288654,-8.911253799999999
248095,"Escola Básica Mello Falcão, Pontinha, Odivelas",38.7651108,-9.199756899999999
248150,"Escola Básica Rogério Ribeiro, Pragal, Almada",38.6711737,-9.178993799999999
248289,"Escola Básica n.º 2 da Quinta do Conde, Sesimbra",38.5617631,-9.038023599999999
248290,"Escola Básica n.º 2 de Queluz, Sintra",38.7554526,-9.2506905
248344,"Escola Básica de Amoreira, Ramada, Odivelas",38.8043633,-9.1928472
248370,"Escola Básica Vasco Martins Rebolo, Reboleira, Amadora",38.7508635,-9.232276599999999
248460,"Escola Básica n.º 2 da Rinchoa, Sintra",38.7850148,-9.320926799999999
248617,"Escola Básica n.º 2 de São João da Talha, Loures",38.8211863,-9.0961567
248800,"Escola Básica da Cotovia, Sesimbra",38.4705222,-9.101726
248903,"Escola Básica do Bairro Novo, Seixal",38.6393532,-9.099335500000002
248990,"Escola Básica dos Arcos, Setúbal",38.5296224,-8.8938721
249051,"Jardim de Infância da Sobreda, Almada",38.6533847,-9.1828498
249154,"Escola Básica do Bairro da Covina, Santa Iria de Azoia, Loures",38.8354345,-9.088229
249180,"Escola Básica de São Julião do Tojal, Loures",38.859259,-9.133681900000001
249191,"Escola Básica da Cidade Sol, Santo António da Charneca, Barreiro",38.6314098,-9.0330567
249312,"Escola Básica n.º 2 de Tires, Cascais",38.7236655,-9.343662
249324,"Escola Básica de A-dos-Cãos, Loures",38.8452831,-9.2233805
249350,"Escola Básica da Quinta de Nossa Senhora do Monte Sião, Torre da Marinha, Seixal",38.6165062,-9.1006539
249385,"Escola Básica Cremilde Castro e Norvinda Silva, Almada",38.6645027,-9.2308646
249488,"Escola Básica de Unhos, Catujal, Loures",38.8162046,-9.1260414
249490,"Escola Básica da Serra da Luz, Odivelas",38.772765,-9.1902671
249567,"Escola Básica n.º 2 de Vale de Figueira, Vale Fetal, Almada",38.6290665,-9.1828766
249592,"Escola Básica da Quinta Cabouca, Vale de Milhaços, Seixal",38.6309804,-9.1601336
249671,"Jardim de Infância Raquel Gameiro, Venteira, Amadora",38.7561994,-9.2419012
249701,"Escola Básica Professor Romeu Gil, Forte da Casa, Vila Franca de Xira",38.8735489,-9.056151999999999
250016,Escola Básica de Setúbal,38.52179040000001,-8.8679612
250077,"Escola Básica Rosa Lobato Faria, Lisboa",38.7205387,-9.1202388
250193,"Escola Básica do Bairro de São Miguel, Lisboa",38.7469147,-9.145591399999999
250223,"Escola Básica Alice Vieira, Lisboa",38.7607273,-9.1133967
250259,"Escola Básica Sampaio Garrido, Lisboa",38.7261266,-9.1323327
250302,"Escola Básica Engenheiro Duarte Pacheco, Lisboa",38.72351219999999,-9.164238
250326,"Escola Básica de São José, Lisboa",38.71969319999999,-9.142322499999999
250340,"Escola Básica n.º 3 de Agualva, Sintra",38.7696916,-9.2950488
250351,"Escola Básica de Serradas, Sintra",38.769497,-9.3333143
250363,Escola Básica n.º 1 de Alcochete,38.7541002,-8.959869
250387,"Escola Básica Malangatana, Alcoitão, Cascais",38.746496,-9.388123
250429,"Escola Básica de Alhos Vedros, Fonte da Prata, Moita",38.6527958,-9.0059902
250430,Escola Básica de Almada,38.6833619,-9.1528125
250478,"Escola Básica Infante D. Augusto, Cruz de Pau, Seixal",38.62750140000001,-9.1240809
250510,"Escola Básica n.º 3 da Baixa da Banheira, Moita",38.65810990000001,-9.0444251
250545,"Escola Básica Professora Manuela Fonseca, Barreiro",38.6556697,-9.071069099999999
250569,"Escola Básica de Areia - Guincho, Cascais",38.718539,-9.4627231
250570,"Escola Básica n.º 3 da Bobadela, Loures",38.8068961,-9.1001438
250600,"Jardim de Infância Cova da Moura, Buraca, Amadora",38.744751,-9.2147495
250612,"Escola Básica Ribeiro de Carvalho, Cacém, Sintra",38.7693391,-9.311691399999999
250650,"Escola Básica de Fetais, Vila Lorena, Loures",38.8000944,-9.1454306
250685,"Escola Básica Cesário Verde, Caneças, Odivelas",38.80922410000001,-9.218764
250715,"Escola Básica de Alvide, Cascais",38.7157785,-9.4219154
250788,"Escola Básica da Quinta do Campo, Corroios, Seixal",38.6416621,-9.1531888
250790,"Escola Básica n.º 2 da Cova da Piedade, Almada",38.6714085,-9.1637486
250820,"Escola Básica Condes da Lousã, Damaia, Amadora",38.7478513,-9.2234097
250909,"Escola Básica Santos Mattos, Venda Nova, Amadora",38.7532488,-9.2132866
250910,"Escola Básica de Vale Grande, Odivelas",38.7899737,-9.2221156
250922,"Escola Básica do Faralhão, Setúbal",38.5219508,-8.818186899999999
250934,"Escola Básica Maria Rosa Colaço, Feijó, Almada",38.64887179999999,-9.1599722
250960,"Escola Básica de Paivas, Seixal",38.6221898,-9.115343099999999
251150,"Escola Básica D. Pedro V, Linda-a-Velha, Oeiras",38.7122194,-9.2461679
251185,"Escola Básica de Fanqueiro, Loures",38.8389752,-9.169489200000001
251252,Escola Básica da Moita,38.6548966,-8.9920651
251290,"Escola Básica Maria Adelaide Silva, Almada",38.6712588,-9.1889901
251306,"Escola Básica Luís de Camões, Montijo",38.7080758,-8.9790551
251318,"Escola Básica da Quinta da Alegria, Moscavide, Loures",38.7807794,-9.1063808
251355,"Escola Básica D. Dinis n.º 1, Odivelas",38.7931237,-9.1807517
251367,"Escola Básica Gomes Freire de Andrade, Oeiras",38.6963738,-9.3098708
251458,"Escola Básica Anselmo de Oliveira, Paço de Arcos, Oeiras",38.6904265,-9.3024124
251501,"Escola Básica Salgueiro Maia, Pinhal Novo, Palmela",38.62210719999999,-8.912242299999999
251549,"Escola Básica de Bragadas, Póvoa de Santa Iria, Vila Franca de Xira",38.8585242,-9.079893499999999
251550,"Escola Básica de Olival Basto, Odivelas",38.7899365,-9.1653878
251574,"Escola Básica n.º 3 da Quinta do Conde, Sesimbra",38.5726886,-9.0491505
251598,"Escola Básica Professora Maria Costa, Ponte da Bica, Odivelas",38.8088549,-9.204832
251604,"Escola Básica José Ruy, Reboleira, Amadora",38.7489225,-9.2279161
251665,"Escola Básica de Vale Figueira, Loures",38.8213063,-9.1037219
251690,"Escola Básica n.º 3 de Sacavém, Loures",38.7919273,-9.1106829
251744,"Escola Básica de São Gabriel, Setúbal",38.5411723,-8.8837539
251770,"Escola Básica Júlio Dinis, Santa Iria de Azoia, Loures",38.8364211,-9.0981962
251835,"Escola Básica Padre Agostinho da Silva, Tires, Cascais",38.713201,-9.3445814
251914,"Escola Básica n.º 2 de Vialonga, Vila Franca de Xira",38.8770989,-9.0859305
251987,"Escola Básica de Moinhos do Restelo, Lisboa",38.70743300000001,-9.206920199999999
252013,"Escola Básica Quinta dos Frades, Lisboa",38.77072,-9.162264000000002
252050,"Escola Básica Santo António, Lisboa",38.7543048,-9.1473257
252086,"Escola Básica Padre José Manuel Rocha e Melo, Lisboa",38.7748928,-9.1502153
252116,"Escola Básica de São Sebastião da Pedreira, Lisboa",38.730912,-9.1500711
252130,"Escola Básica Viscondessa dos Olivais, Lisboa",38.7696307,-9.106354500000002
252165,"Escola Básica Luísa Ducla Soares, Lisboa",38.72215449999999,-9.1437776
252220,Escola Básica n.º 2 de Alcochete,38.748316,-8.9677466
252232,Jardim de Infância de Almada,38.6831096,-9.1546463
252268,"Escola Básica da Quinta Medideira, Amora, Seixal",38.630723,-9.1167642
252270,"Escola Básica n.º 1 da Baixa da Banheira, Moita",38.6533362,-9.0432994
252359,"Escola Básica n.º 4 de Camarate, Loures",38.79637049999999,-9.123066
252360,"Escola Básica de São José, Cascais",38.7088758,-9.424803599999999
